time,Total,LocSteric,GloSteric,GIA,Glaciers,Antarctica,Greenland,TWS,Nodal,Wind,Pressure,Obs,Steric,IceSheets,WindPressure
2013,8.935721266250576,2.7368223970212995,3.5266383409500133,1.9521666666666668,1.8691666666666666,0.6558333333333334,0.1775,-0.26333333333333336,0.21823742783699304,-0.5588969773427678,-1.3784132555482955,0.6770833333333334,6.263460737971313,2.7024999999999997,-1.9373102328910634
2014,11.114357208910327,4.015315842030563,3.682381010055543,1.9889999999999999,1.925,0.7208333333333333,0.18333333333333335,-0.535,0.09216256661969469,-0.7348694697403522,-0.22379940672178614,4.777083333333334,7.697696852086105,2.8291666666666666,-0.9586688764621383
2015,14.683531205867387,2.3719245511624383,3.889847707748414,2.0258333333333334,1.9975000000000003,0.8158333333333334,0.19666666666666666,-0.31,0.017174717030410114,5.848272943596846,-2.169522047004055,7.3604166666666675,6.261772258910852,3.0100000000000002,3.6787508965927906
2016,11.79192226144088,3.310889430002652,3.8626241207122813,2.062666666666667,2.0516666666666667,0.7866666666666667,0.21,-0.10000000000000002,0.0017408589189915242,1.2517368989253042,-1.6460690471183534,5.810416666666667,7.173513550714933,3.0483333333333333,-0.3943321481930493
2017,16.801067911434004,4.097005771137931,4.0202095985412605,2.0995,2.1233333333333335,0.8025000000000001,0.2175,-0.6441666666666667,0.047603650147353155,5.669227133041112,-1.6316449081003184,9.327083333333333,8.11721536967919,3.1433333333333335,4.0375822249407936
2018,10.252073975588866,3.5060719414130808,4.071729278564454,2.1363333333333334,2.1433333333333335,0.9108333333333335,0.225,-0.7716666666666666,0.14958466072563356,-0.5861717256489253,-1.53297351279871,2.04375,7.577801219977534,3.2791666666666672,-2.1191452384476355
2019,15.885213847356036,4.256854653096721,4.264104717771205,2.1731666666666665,2.191166666666683,0.9421111111111066,0.23511111111111097,-0.4765000000000121,0.29616907636907347,2.868538797411416,-0.8655089528479335,9.027083333333334,8.520959370867926,3.3683888888889006,2.0030298445634824
2020,17.87921968739075,4.7822727676073455,4.390087463566773,2.21,2.239878787878812,0.988949494949498,0.24461616161616254,-0.47462121212122604,0.4708058518036484,4.218084988413473,-1.1908546163237352,9.577083333333333,9.172360231174117,3.4734444444444725,3.027230372089738
2021,14.9581672506146,4.098768477727676,4.516070209362312,2.2468333333333335,2.2885909090909338,1.0357878787878825,0.25412121212121414,-0.47274242424244023,0.6537765117464123,2.106906329183755,-1.7699451864964777,7.460416666666667,8.61483868708999,3.57850000000003,0.33696114268727717
2022,17.186186909186357,5.090463490244643,4.64205295515788,2.283666666666667,2.3373030303030604,1.0826262626262764,0.2636262626262657,-0.4708636363636545,0.824421590706167,3.313844389455465,-2.1809541022364125,8.74375,9.732516445402524,3.683555555555602,1.1328902872190523
2023,22.294707478064193,6.745794502823479,4.76803570095342,2.3205000000000005,2.386015151515185,1.1294646464646583,0.2731313131313173,-0.4689848484848685,0.9634733212653681,4.9041091250429725,-0.7268314346473405,14.560416666666667,11.513830203776898,3.7886111111111602,4.177277690395632
