locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;68;1409;1997;rws_ddl;-27.4;40.6
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;-60;52501;1997;rws_ddl;-27.4;-87.4
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-176;1409;1997;rws_ddl;-8.2;-184.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;37;52501;1997;rws_ddl;-8.2;28.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-159;1409;1997;rws_ddl;-16.8;-175.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;-45;52501;1997;rws_ddl;-16.8;-61.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-87;1409;1997;rws_ddl;NA;NA
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;38;52501;1997;rws_ddl;NA;NA
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;143;1409;1997;rws_ddl;-21;122
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;-59;52501;1997;rws_ddl;-21;-80
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-74;1409;1997;rws_ddl;-6.5;-80.5
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;-2;52501;1997;rws_ddl;-6.5;-8.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;15;1949;1997;rws_ddl;-27.7;-12.7
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;52;52501;1997;rws_ddl;-27.7;24.3
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-227;1409;1997;rws_ddl;NA;NA
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;NVT;NAP;-3;52501;1997;rws_ddl;NA;NA
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-131;1408;1997;rws_ddl;-16.8;-147.8
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;-41;52501;1997;rws_ddl;-16.8;-57.8
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;106;1408;1997;rws_ddl;-21.8;84.2
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-4;52501;1997;rws_ddl;-21.8;-25.8
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-87;1409;1997;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;3;52501;1997;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-173;1408;1997;rws_ddl;-12.5;-185.5
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;-28;52501;1997;rws_ddl;-12.5;-40.5
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;GETETMSL2;MSL;130;1409;1997;rws_ddl;NA;NA
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;NVT;MSL;-35;52501;1997;rws_ddl;NA;NA
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;130;1634;1997;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-135;1408;1997;rws_ddl;-11.1;-146.1
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;5;52501;1997;rws_ddl;-11.1;-6.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-49;1409;1997;rws_ddl;-3.2;-52.2
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;126;52501;1997;rws_ddl;-3.2;122.8
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;GETETM2;NAP;83;1409;1997;rws_ddl;NA;NA
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-69;102136;1997;rws_ddl;NA;NA
