locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-1590;1;2023;rws_ddl;-27.4;-1590
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;93;50606;2023;rws_ddl;-27.4;93
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-850;1;2023;rws_ddl;-8.2;-850
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;222;52496;2023;rws_ddl;-8.2;222
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;659;1;2023;rws_ddl;-16.8;659
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;121;52501;2023;rws_ddl;-16.8;121
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;249;2;2023;rws_ddl;NA;249
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;208;52412;2023;rws_ddl;NA;208
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;184;2;2023;rws_ddl;-21;184
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;103;103817;2023;rws_ddl;-21;103
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;114;2815;2023;rws_ddl;-6.5;114
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;203;52498;2023;rws_ddl;-6.5;203
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;194;52501;2023;rws_ddl;-27.7;194
Holwerd;HOLWD;Radar;Waterhoogte;cm;GETETM2;NAP;259;2;2023;rws_ddl;NA;259
Holwerd;HOLWD;Radar;Waterhoogte;cm;NVT;NAP;170;49439;2023;rws_ddl;NA;170
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;274;2;2023;rws_ddl;-16.8;274
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;170;52360;2023;rws_ddl;-16.8;170
IJmuiden;IJMDBTHVN;Radar;Waterhoogte;cm;GETETM2;NAP;220;1409;2023;rws_ddl;-21.8;220
IJmuiden;IJMDBTHVN;Radar;Waterhoogte;cm;NVT;NAP;125;52450;2023;rws_ddl;-21.8;125
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;220;1408;2023;rws_ddl;-21.8;220
K14 platform;K14PFM;Radar;Waterhoogte;cm;NVT;MSL;611107;52373;2023;rws_ddl;NA;611107
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;349;2;2023;rws_ddl;NA;349
