locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;24;1409;1971;rws_ddl;-27.4;-3.3999999999999986
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-163;1409;1971;rws_ddl;-8.2;-171.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-197;1409;1971;rws_ddl;-16.8;-213.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-149;1409;1971;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-59;1409;1971;rws_ddl;-6.5;-65.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-105;2093;1971;rws_ddl;-27.7;-132.7
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-188;1409;1971;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-94;1409;1971;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-162;1409;1971;rws_ddl;-12.5;-174.5
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;109;1667;1971;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-167;1409;1971;rws_ddl;-11.1;-178.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-110;1409;1971;rws_ddl;-3.2;-113.2
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-172;1409;1971;rws_ddl;-20.3;-192.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-53;1819;1971;rws_ddl;-12.2;-65.2
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-158;1409;1971;rws_ddl;-9.7;-167.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-182;1409;1971;rws_ddl;-21.7;-203.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;35;1409;1971;rws_ddl;-29.7;5.300000000000001
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-174;1409;1971;rws_ddl;-21.4;-195.4
