locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;18;52501;1989;rws_ddl;-12.5;5.5
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;GETETMSL2;MSL;163;1409;1989;rws_ddl;NA;NA
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;NVT;MSL;8;52501;1989;rws_ddl;NA;NA
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;200;1583;1989;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-46;1409;1989;rws_ddl;-11.1;-57.1
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;71;52501;1989;rws_ddl;-11.1;59.9
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-13;1409;1989;rws_ddl;-3.2;-16.2
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;143;52501;1989;rws_ddl;-3.2;139.8
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-21;61200;1989;rws_ddl;NA;NA
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;8;59631;1989;rws_ddl;NA;NA
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-63;1409;1989;rws_ddl;-20.3;-83.3
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;44;52501;1989;rws_ddl;-20.3;23.7
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;11;1863;1989;rws_ddl;-12.2;-1.1999999999999993
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;14;52501;1989;rws_ddl;-12.2;1.8000000000000007
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-87;1409;1989;rws_ddl;-9.7;-96.7
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;30;49008;1989;rws_ddl;-9.7;20.3
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-50;2221;1989;rws_ddl;NA;NA
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;43;52501;1989;rws_ddl;NA;NA
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-150;1182;1989;rws_ddl;-24.3;-174.3
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-63;44059;1989;rws_ddl;-24.3;-87.3
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-57;827;1989;rws_ddl;-18.7;-75.7
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;43;30811;1989;rws_ddl;-18.7;24.3
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-72;1408;1989;rws_ddl;-21.7;-93.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-8;52501;1989;rws_ddl;-21.7;-29.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;114;1409;1989;rws_ddl;-29.7;84.3
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;-13;52501;1989;rws_ddl;-29.7;-42.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-65;1409;1989;rws_ddl;-21.4;-86.4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;12;52501;1989;rws_ddl;-21.4;-9.399999999999999
