locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;58;1409;1970;rws_ddl;-27.4;30.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-131;1409;1970;rws_ddl;-8.2;-139.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;69;2917;1970;rws_ddl;-8.2;60.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-138;1409;1970;rws_ddl;-16.8;-154.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;-48;2917;1970;rws_ddl;-16.8;-64.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-77;1409;1970;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;18;1409;1970;rws_ddl;-6.5;11.5
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;69;2917;1970;rws_ddl;-6.5;62.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-66;2044;1970;rws_ddl;-27.7;-93.7
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;9;2917;1970;rws_ddl;-27.7;-18.7
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-171;1409;1970;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-16;1409;1970;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;57;2917;1970;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-133;1408;1970;rws_ddl;-12.5;-145.5
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;212;1410;1970;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-74;1409;1970;rws_ddl;-11.1;-85.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;1411;704;1970;rws_ddl;-3.2;1407.8
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-85;1409;1970;rws_ddl;-20.3;-105.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;142;1408;1970;rws_ddl;-12.2;129.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;-1;2917;1970;rws_ddl;-12.2;-13.2
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-129;1409;1970;rws_ddl;-9.7;-138.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-154;1408;1970;rws_ddl;-21.7;-175.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-83;2917;1970;rws_ddl;-21.7;-104.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;90;1409;1970;rws_ddl;-29.7;60.3
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;-28;2917;1970;rws_ddl;-29.7;-57.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-110;1408;1970;rws_ddl;-21.4;-131.4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;-33;2917;1970;rws_ddl;-21.4;-54.4
