locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Nieuwe Statenzijl;NIEUWSTZL;Radar;Waterhoogte;cm;NVT;NAP;151;35018;2012;rws_ddl;-3.2;151
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-100;1413;2012;rws_ddl;-3.2;-100
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;111;17628;2012;rws_ddl;-3.2;111
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-20;52645;2012;rws_ddl;NA;-20
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;-18;52645;2012;rws_ddl;NA;-18
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-77;1413;2012;rws_ddl;-20.3;-77
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;31;52645;2012;rws_ddl;-20.3;31
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;34;1806;2012;rws_ddl;-12.2;34
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;14;52645;2012;rws_ddl;-12.2;14
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-125;1413;2012;rws_ddl;-9.7;-125
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;19;52645;2012;rws_ddl;-9.7;19
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;52;105290;2012;rws_ddl;NA;52
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-104;1413;2012;rws_ddl;-24.3;-104
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-11;52645;2012;rws_ddl;-24.3;-11
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-94;1413;2012;rws_ddl;-18.7;-94
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;7;52645;2012;rws_ddl;-18.7;7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-94;1413;2012;rws_ddl;-21.7;-94
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-21;52645;2012;rws_ddl;-21.7;-21
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;131;1413;2012;rws_ddl;-29.7;131
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;0;52645;2012;rws_ddl;-29.7;0
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-83;1412;2012;rws_ddl;-21.4;-83
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;13;52645;2012;rws_ddl;-21.4;13
