locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;161;1413;2016;rws_ddl;-27.4;161
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;26;52645;2016;rws_ddl;-27.4;26
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-118;1413;2016;rws_ddl;-8.2;-118
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;113;52645;2016;rws_ddl;-8.2;113
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-92;1413;2016;rws_ddl;-16.8;-92
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;17;52645;2016;rws_ddl;-16.8;17
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-4;1413;2016;rws_ddl;NA;-4
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;106;52645;2016;rws_ddl;NA;106
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;195;1413;2016;rws_ddl;-21;195
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;-45;44848;2016;rws_ddl;-21;-45
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;14;1413;2016;rws_ddl;-6.5;14
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;102;52645;2016;rws_ddl;-6.5;102
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;74;2062;2016;rws_ddl;-27.7;74
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;110;52645;2016;rws_ddl;-27.7;110
Holwerd;HOLWD;Radar;Waterhoogte;cm;GETETM2;NAP;-183;1413;2016;rws_ddl;NA;-183
Holwerd;HOLWD;Radar;Waterhoogte;cm;NVT;NAP;22;52645;2016;rws_ddl;NA;22
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-52;1412;2016;rws_ddl;-16.8;-52
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;35;52645;2016;rws_ddl;-16.8;35
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;167;1412;2016;rws_ddl;-21.8;167
