locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Peilschaal;Waterhoogte;cm;GETETM2;NAP;114;735;1962;rws_ddl;-27.4;86.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-170;1409;1962;rws_ddl;-8.2;-178.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;105;3301;1962;rws_ddl;-8.2;96.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-166;1410;1962;rws_ddl;-16.8;-182.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;-70;2917;1962;rws_ddl;-16.8;-86.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-141;1410;1962;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-39;1409;1962;rws_ddl;-6.5;-45.5
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;9;2917;1962;rws_ddl;-6.5;2.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-113;2091;1962;rws_ddl;-27.7;-140.7
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;-27;2917;1962;rws_ddl;-27.7;-54.7
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-45;1409;1962;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;33;2917;1962;rws_ddl;NA;NA
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;172;1409;1962;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-80;423;1962;rws_ddl;-11.1;-91.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;1403;704;1962;rws_ddl;-3.2;1399.8
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-118;1410;1962;rws_ddl;-20.3;-138.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;98;1409;1962;rws_ddl;-12.2;85.8
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-136;1409;1962;rws_ddl;-21.7;-157.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-63;2917;1962;rws_ddl;-21.7;-84.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;89;1409;1962;rws_ddl;-29.7;59.3
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;-40;2917;1962;rws_ddl;-29.7;-69.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-154;1409;1962;rws_ddl;-21.4;-175.4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;-72;2917;1962;rws_ddl;-21.4;-93.4
