locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;1738;704;1902;rws_ddl;-27.4;1710.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-328;1409;1902;rws_ddl;-8.2;-336.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;-168;2917;1902;rws_ddl;-8.2;-176.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-346;1409;1902;rws_ddl;-16.8;-362.8
Den Oever buiten;DENOVBTN;Peilschaal;Waterhoogte;cm;GETETM2;NAP;-193;731;1902;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-157;1409;1902;rws_ddl;-6.5;-163.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-221;1970;1902;rws_ddl;-27.7;-248.7
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;65;1409;1902;rws_ddl;NA;NA
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;1247;704;1902;rws_ddl;-3.2;1243.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;82;1409;1902;rws_ddl;-12.2;69.8
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-227;1408;1902;rws_ddl;-21.7;-248.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-192;1409;1902;rws_ddl;-29.7;-221.7
