locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-52;1413;2008;rws_ddl;-20.3;-52
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;52;52645;2008;rws_ddl;-20.3;52
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;55;1758;2008;rws_ddl;-12.2;55
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;22;52645;2008;rws_ddl;-12.2;22
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-61;1413;2008;rws_ddl;-9.7;-61
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;75;52645;2008;rws_ddl;-9.7;75
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;76;105290;2008;rws_ddl;NA;76
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-79;1413;2008;rws_ddl;-24.3;-79
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;13;52645;2008;rws_ddl;-24.3;13
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-84;1413;2008;rws_ddl;-18.7;-84
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;14;52645;2008;rws_ddl;-18.7;14
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-55;1412;2008;rws_ddl;-21.7;-55
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;9;52645;2008;rws_ddl;-21.7;9
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;153;1413;2008;rws_ddl;-29.7;153
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;19;52645;2008;rws_ddl;-29.7;19
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-55;1413;2008;rws_ddl;-21.4;-55
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;36;52645;2008;rws_ddl;-21.4;36
