locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;21;52501;2015;rws_ddl;NA;21
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-40;1409;2015;rws_ddl;-20.3;-40
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;71;52501;2015;rws_ddl;-20.3;71
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;56;1847;2015;rws_ddl;-12.2;56
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;45;52501;2015;rws_ddl;-12.2;45
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-77;1409;2015;rws_ddl;-9.7;-77
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;62;52501;2015;rws_ddl;-9.7;62
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;58;105002;2015;rws_ddl;NA;58
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-63;1409;2015;rws_ddl;-24.3;-63
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;35;52501;2015;rws_ddl;-24.3;35
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-69;1409;2015;rws_ddl;-18.7;-69
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;42;52501;2015;rws_ddl;-18.7;42
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-55;1409;2015;rws_ddl;-21.7;-55
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;21;52501;2015;rws_ddl;-21.7;21
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;163;1409;2015;rws_ddl;-29.7;163
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;27;52501;2015;rws_ddl;-29.7;27
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-32;1409;2015;rws_ddl;-21.4;-32
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;62;52501;2015;rws_ddl;-21.4;62
