locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;86;52501;2019;rws_ddl;-20.3;86
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;95;1815;2019;rws_ddl;-12.2;95
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;66;52501;2019;rws_ddl;-12.2;66
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-101;1409;2019;rws_ddl;-9.7;-101
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;39;52501;2019;rws_ddl;-9.7;39
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;83;105002;2019;rws_ddl;NA;83
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-49;1409;2019;rws_ddl;-24.3;-49
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;44;52501;2019;rws_ddl;-24.3;44
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-46;1410;2019;rws_ddl;-18.7;-46
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;71;52501;2019;rws_ddl;-18.7;71
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-32;1409;2019;rws_ddl;-21.7;-32
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;41;52501;2019;rws_ddl;-21.7;41
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;181;1409;2019;rws_ddl;-29.7;181
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;51;52501;2019;rws_ddl;-29.7;51
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-12;1409;2019;rws_ddl;-21.4;-12
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;74;52501;2019;rws_ddl;-21.4;74
