locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;1791;705;1901;rws_ddl;-27.4;1763.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-304;1408;1901;rws_ddl;-8.2;-312.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;-111;2917;1901;rws_ddl;-8.2;-119.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-307;1409;1901;rws_ddl;-16.8;-323.8
Den Oever buiten;DENOVBTN;Peilschaal;Waterhoogte;cm;GETETM2;NAP;-178;738;1901;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-149;1409;1901;rws_ddl;-6.5;-155.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-192;1907;1901;rws_ddl;-27.7;-219.7
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;81;1410;1901;rws_ddl;NA;NA
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;1263;705;1901;rws_ddl;-3.2;1259.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;83;1410;1901;rws_ddl;-12.2;70.8
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-242;1409;1901;rws_ddl;-21.7;-263.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-169;1409;1901;rws_ddl;-29.7;-198.7
