locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;NVT;NAP;32;52501;2011;rws_ddl;-21.8;32
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;7;1409;2011;rws_ddl;NA;7
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;93;52501;2011;rws_ddl;NA;93
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-97;1409;2011;rws_ddl;-12.5;-97
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;49;52501;2011;rws_ddl;-12.5;49
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;GETETM2;NAP;204;1409;2011;rws_ddl;NA;204
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;MSL;44;52501;2011;rws_ddl;NA;44
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;NAP;44;52501;2011;rws_ddl;NA;44
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;180;1671;2011;rws_ddl;NA;180
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-75;1409;2011;rws_ddl;-11.1;-75
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;60;52501;2011;rws_ddl;-11.1;60
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-72;1408;2011;rws_ddl;-3.2;-72
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;173;52501;2011;rws_ddl;-3.2;173
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-8;52501;2011;rws_ddl;NA;-8
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;1;52501;2011;rws_ddl;NA;1
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-66;1409;2011;rws_ddl;-20.3;-66
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;43;52501;2011;rws_ddl;-20.3;43
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;35;1813;2011;rws_ddl;-12.2;35
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;23;52501;2011;rws_ddl;-12.2;23
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-95;1409;2011;rws_ddl;-9.7;-95
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;47;52501;2011;rws_ddl;-9.7;47
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;54;105002;2011;rws_ddl;NA;54
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-94;1409;2011;rws_ddl;-24.3;-94
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-1;52501;2011;rws_ddl;-24.3;-1
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-87;1409;2011;rws_ddl;-18.7;-87
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;15;52501;2011;rws_ddl;-18.7;15
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-72;1409;2011;rws_ddl;-21.7;-72
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-2;52501;2011;rws_ddl;-21.7;-2
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;142;1409;2011;rws_ddl;-29.7;142
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;7;52501;2011;rws_ddl;-29.7;7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-64;1409;2011;rws_ddl;-21.4;-64
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;29;52501;2011;rws_ddl;-21.4;29
