locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;29;40508;2020;rws_ddl;NA;29
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;98;52645;2020;rws_ddl;NA;98
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-9;1413;2020;rws_ddl;-20.3;-9
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;95;52645;2020;rws_ddl;-20.3;95
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;94;1804;2020;rws_ddl;-12.2;94
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;66;52645;2020;rws_ddl;-12.2;66
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;3;1412;2020;rws_ddl;-9.7;3
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;142;52645;2020;rws_ddl;-9.7;142
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;88;105290;2020;rws_ddl;NA;88
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-36;1413;2020;rws_ddl;-24.3;-36
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;55;52645;2020;rws_ddl;-24.3;55
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-38;1413;2020;rws_ddl;-18.7;-38
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;74;52645;2020;rws_ddl;-18.7;74
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-18;1413;2020;rws_ddl;-21.7;-18
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;54;52645;2020;rws_ddl;-21.7;54
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;185;1413;2020;rws_ddl;-29.7;185
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;58;52645;2020;rws_ddl;-29.7;58
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;4;1413;2020;rws_ddl;-21.4;4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;89;52645;2020;rws_ddl;-21.4;89
