locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-145;1409;2013;rws_ddl;-12.5;-145
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;0;52501;2013;rws_ddl;-12.5;0
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;GETETM2;NAP;127;1411;2013;rws_ddl;NA;127
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;MSL;-33;52501;2013;rws_ddl;NA;-33
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;NAP;-33;52501;2013;rws_ddl;NA;-33
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;173;1695;2013;rws_ddl;NA;173
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-106;1409;2013;rws_ddl;-11.1;-106
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;30;52501;2013;rws_ddl;-11.1;30
Nieuwe Statenzijl;NIEUWSTZL;Radar;Waterhoogte;cm;GETETM2;NAP;42;1409;2013;rws_ddl;-3.2;42
Nieuwe Statenzijl;NIEUWSTZL;Radar;Waterhoogte;cm;NVT;NAP;267;52501;2013;rws_ddl;-3.2;267
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;694;2;2013;rws_ddl;-3.2;694
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-26;52501;2013;rws_ddl;NA;-26
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;-18;52501;2013;rws_ddl;NA;-18
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-108;1409;2013;rws_ddl;-20.3;-108
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;-1;52501;2013;rws_ddl;-20.3;-1
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;5;1851;2013;rws_ddl;-12.2;5
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;-6;52501;2013;rws_ddl;-12.2;-6
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-165;1409;2013;rws_ddl;-9.7;-165
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;-22;52501;2013;rws_ddl;-9.7;-22
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;-42;105002;2013;rws_ddl;NA;-42
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-133;1409;2013;rws_ddl;-24.3;-133
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-42;52501;2013;rws_ddl;-24.3;-42
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-119;1409;2013;rws_ddl;-18.7;-119
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-17;52501;2013;rws_ddl;-18.7;-17
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-128;1409;2013;rws_ddl;-21.7;-128
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-53;52501;2013;rws_ddl;-21.7;-53
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;121;1409;2013;rws_ddl;-29.7;121
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;-15;52501;2013;rws_ddl;-29.7;-15
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-116;1409;2013;rws_ddl;-21.4;-116
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;-19;52501;2013;rws_ddl;-21.4;-19
