locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;47;52501;2014;rws_ddl;-20.3;47
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;70;1765;2014;rws_ddl;-12.2;70
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;30;52501;2014;rws_ddl;-12.2;30
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-133;1409;2014;rws_ddl;-9.7;-133
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;19;52501;2014;rws_ddl;-9.7;19
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;50;105002;2014;rws_ddl;NA;50
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-107;1409;2014;rws_ddl;-24.3;-107
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-5;52495;2014;rws_ddl;-24.3;-5
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-79;1409;2014;rws_ddl;-18.7;-79
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;22;52362;2014;rws_ddl;-18.7;22
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-88;1409;2014;rws_ddl;-21.7;-88
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-10;52501;2014;rws_ddl;-21.7;-10
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;163;1409;2014;rws_ddl;-29.7;163
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;23;52501;2014;rws_ddl;-29.7;23
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-67;1409;2014;rws_ddl;-21.4;-67
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;32;52501;2014;rws_ddl;-21.4;32
