locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;186;1411;2022;rws_ddl;-27.4;186
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;43;52501;2022;rws_ddl;-27.4;43
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-91;1409;2022;rws_ddl;-8.2;-91
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;165;52501;2022;rws_ddl;-8.2;165
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-37;1409;2022;rws_ddl;-16.8;-37
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;66;52501;2022;rws_ddl;-16.8;66
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;22;1409;2022;rws_ddl;NA;22
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;132;52501;2022;rws_ddl;NA;132
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;237;1409;2022;rws_ddl;-21;237
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;52;103450;2022;rws_ddl;-21;52
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;49;2814;2022;rws_ddl;-6.5;49
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;141;52501;2022;rws_ddl;-6.5;141
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;118;1962;2022;rws_ddl;-27.7;118
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;134;52501;2022;rws_ddl;-27.7;134
Holwerd;HOLWD;Radar;Waterhoogte;cm;GETETM2;NAP;-45;1408;2022;rws_ddl;NA;-45
Holwerd;HOLWD;Radar;Waterhoogte;cm;NVT;NAP;122;52501;2022;rws_ddl;NA;122
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;41;1409;2022;rws_ddl;-16.8;41
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;125;52501;2022;rws_ddl;-16.8;125
IJmuiden;IJMDBTHVN;Radar;Waterhoogte;cm;GETETM2;NAP;174;1410;2022;rws_ddl;-21.8;174
