locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;284;1175;1900;rws_ddl;-27.4;256.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-289;1409;1900;rws_ddl;-8.2;-297.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;-97;2917;1900;rws_ddl;-8.2;-105.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-256;1409;1900;rws_ddl;-16.8;-272.8
Den Oever buiten;DENOVBTN;Peilschaal;Waterhoogte;cm;GETETM2;NAP;-176;730;1900;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-134;1409;1900;rws_ddl;-6.5;-140.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-203;1931;1900;rws_ddl;-27.7;-230.7
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;-157;17473;1900;rws_ddl;-27.7;-184.7
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;67;1409;1900;rws_ddl;NA;NA
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;1243;705;1900;rws_ddl;-3.2;1239.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;77;1409;1900;rws_ddl;-12.2;64.8
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-210;1409;1900;rws_ddl;-21.7;-231.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-148;1409;1900;rws_ddl;-29.7;-177.7
