locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Peilschaal;Waterhoogte;cm;GETETM2;NAP;78;731;1953;rws_ddl;-27.4;50.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-196;1409;1953;rws_ddl;-8.2;-204.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;18;3204;1953;rws_ddl;-8.2;9.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-189;1409;1953;rws_ddl;-16.8;-205.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;-54;3204;1953;rws_ddl;-16.8;-70.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-171;1409;1953;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-91;1409;1953;rws_ddl;-6.5;-97.5
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;5;3181;1953;rws_ddl;-6.5;-1.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-105;1946;1953;rws_ddl;-27.7;-132.7
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;-7;3204;1953;rws_ddl;-27.7;-34.7
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-89;1409;1953;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;0;2916;1953;rws_ddl;NA;NA
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;128;1409;1953;rws_ddl;NA;NA
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;1331;705;1953;rws_ddl;-3.2;1327.8
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-147;1409;1953;rws_ddl;-20.3;-167.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;102;616;1953;rws_ddl;-12.2;89.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;906;192;1953;rws_ddl;-12.2;893.8
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-137;1409;1953;rws_ddl;-21.7;-158.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-69;2916;1953;rws_ddl;-21.7;-90.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;44;1410;1953;rws_ddl;-29.7;14.3
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;-42;3204;1953;rws_ddl;-29.7;-71.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-132;1409;1953;rws_ddl;-21.4;-153.4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;-58;2916;1953;rws_ddl;-21.4;-79.4
