locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;124;1409;2007;rws_ddl;-27.4;124
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;3;52501;2007;rws_ddl;-27.4;3
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-78;1409;2007;rws_ddl;-8.2;-78
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;145;52501;2007;rws_ddl;-8.2;145
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-59;1409;2007;rws_ddl;-16.8;-59
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;41;52501;2007;rws_ddl;-16.8;41
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;41;1409;2007;rws_ddl;NA;41
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;148;52501;2007;rws_ddl;NA;148
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;207;1409;2007;rws_ddl;-21;207
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;25;52501;2007;rws_ddl;-21;25
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;50;1409;2007;rws_ddl;-6.5;50
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;121;52501;2007;rws_ddl;-6.5;121
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;112;1811;2007;rws_ddl;-27.7;112
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;121;52501;2007;rws_ddl;-27.7;121
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-33;1409;2007;rws_ddl;-16.8;-33
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;50;52501;2007;rws_ddl;-16.8;50
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;189;1410;2007;rws_ddl;-21.8;189
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;NVT;NAP;82;52501;2007;rws_ddl;-21.8;82
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;53;1409;2007;rws_ddl;NA;53
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;129;52501;2007;rws_ddl;NA;129
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-40;1409;2007;rws_ddl;-12.5;-40
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;87;52501;2007;rws_ddl;-12.5;87
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;GETETM2;NAP;230;1409;2007;rws_ddl;NA;230
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;MSL;74;52501;2007;rws_ddl;NA;74
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;NAP;74;52501;2007;rws_ddl;NA;74
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;267;1551;2007;rws_ddl;NA;267
