locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;25;1409;2007;rws_ddl;-11.1;25
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;139;52501;2007;rws_ddl;-11.1;139
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;145;1409;2007;rws_ddl;-3.2;145
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;330;52501;2007;rws_ddl;-3.2;330
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;19;51212;2007;rws_ddl;NA;19
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;36;49244;2007;rws_ddl;NA;36
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-34;1409;2007;rws_ddl;-20.3;-34
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;69;52501;2007;rws_ddl;-20.3;69
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;72;1779;2007;rws_ddl;-12.2;72
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;56;52501;2007;rws_ddl;-12.2;56
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-12;1409;2007;rws_ddl;-9.7;-12
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;112;52501;2007;rws_ddl;-9.7;112
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;124;105002;2007;rws_ddl;NA;124
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-54;1409;2007;rws_ddl;-24.3;-54
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;33;52501;2007;rws_ddl;-24.3;33
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;44;193;2007;rws_ddl;-18.7;44
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;146;7165;2007;rws_ddl;-18.7;146
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-36;1409;2007;rws_ddl;-21.7;-36
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;28;52501;2007;rws_ddl;-21.7;28
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;181;1409;2007;rws_ddl;-29.7;181
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;45;52501;2007;rws_ddl;-29.7;45
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-32;1409;2007;rws_ddl;-21.4;-32
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;53;52501;2007;rws_ddl;-21.4;53
