locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;99;1409;1977;rws_ddl;-27.4;71.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-188;1409;1977;rws_ddl;-8.2;-196.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-134;1410;1977;rws_ddl;-16.8;-150.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-118;1410;1977;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-28;1409;1977;rws_ddl;-6.5;-34.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-49;2089;1977;rws_ddl;-27.7;-76.7
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-184;1409;1977;rws_ddl;NA;NA
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-184;1409;1977;rws_ddl;-16.8;-200.8
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-50;1409;1977;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-168;1409;1977;rws_ddl;-12.5;-180.5
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;171;1569;1977;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-125;1409;1977;rws_ddl;-11.1;-136.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;87;1409;1977;rws_ddl;-3.2;83.8
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-100;1409;1977;rws_ddl;-20.3;-120.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;31;1749;1977;rws_ddl;-12.2;18.8
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-148;1409;1977;rws_ddl;-9.7;-157.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-159;1409;1977;rws_ddl;-21.7;-180.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;82;1409;1977;rws_ddl;-29.7;52.3
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-132;1409;1977;rws_ddl;-21.4;-153.4
