locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Peilschaal;Waterhoogte;cm;GETETM2;NAP;31;730;1963;rws_ddl;-27.4;3.6000000000000014
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-213;1409;1963;rws_ddl;-8.2;-221.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;-23;2917;1963;rws_ddl;-8.2;-31.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-216;1409;1963;rws_ddl;-16.8;-232.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;-113;2917;1963;rws_ddl;-16.8;-129.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-179;1409;1963;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-111;1409;1963;rws_ddl;-6.5;-117.5
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;-65;2917;1963;rws_ddl;-6.5;-71.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-162;2022;1963;rws_ddl;-27.7;-189.7
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;-92;2917;1963;rws_ddl;-27.7;-119.7
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-118;1409;1963;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;-38;2917;1963;rws_ddl;NA;NA
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;123;1408;1963;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-221;1408;1963;rws_ddl;-11.1;-232.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;1298;704;1963;rws_ddl;-3.2;1294.8
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-172;1409;1963;rws_ddl;-20.3;-192.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;48;1408;1963;rws_ddl;-12.2;35.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;-108;2917;1963;rws_ddl;-12.2;-120.2
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-195;1409;1963;rws_ddl;-21.7;-216.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-118;2917;1963;rws_ddl;-21.7;-139.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;5;1409;1963;rws_ddl;-29.7;-24.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;-113;2917;1963;rws_ddl;-29.7;-142.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-205;1409;1963;rws_ddl;-21.4;-226.4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;-121;2917;1963;rws_ddl;-21.4;-142.4
