locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;73;1409;1985;rws_ddl;-27.4;45.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-160;1409;1985;rws_ddl;-8.2;-168.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-131;1409;1985;rws_ddl;-16.8;-147.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-72;1409;1985;rws_ddl;NA;NA
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;139;1408;1985;rws_ddl;-21;118
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-41;1409;1985;rws_ddl;-6.5;-47.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;8;1887;1985;rws_ddl;-27.7;-19.7
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-199;1409;1985;rws_ddl;NA;NA
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-157;1409;1985;rws_ddl;-16.8;-173.8
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;221;51566;1985;rws_ddl;-16.8;204.2
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;87;1409;1985;rws_ddl;-21.8;65.2
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-56;1409;1985;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-154;1409;1985;rws_ddl;-12.5;-166.5
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;GETETMSL2;MSL;143;443;1985;rws_ddl;NA;NA
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;NVT;MSL;-4;2756;1985;rws_ddl;NA;NA
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;145;1557;1985;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-88;1409;1985;rws_ddl;-11.1;-99.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;76;1409;1985;rws_ddl;-3.2;72.8
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;GETETM2;NAP;94;1410;1985;rws_ddl;NA;NA
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-34;57154;1985;rws_ddl;NA;NA
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;GETETM2;NAP;137;1408;1985;rws_ddl;NA;NA
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;-45;61233;1985;rws_ddl;NA;NA
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-119;1409;1985;rws_ddl;-20.3;-139.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-10;1783;1985;rws_ddl;-12.2;-22.2
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-139;1409;1985;rws_ddl;-9.7;-148.7
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-109;1855;1985;rws_ddl;NA;NA
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-137;1409;1985;rws_ddl;-21.7;-158.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;104;1410;1985;rws_ddl;-29.7;74.3
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-115;1409;1985;rws_ddl;-21.4;-136.4
