locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;187;1714;1995;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-93;1408;1995;rws_ddl;-11.1;-104.1
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;38;52501;1995;rws_ddl;-11.1;26.9
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;53;1409;1995;rws_ddl;-3.2;49.8
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;224;52501;1995;rws_ddl;-3.2;220.8
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;GETETM2;NAP;134;1409;1995;rws_ddl;NA;NA
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-22;103314;1995;rws_ddl;NA;NA
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;30;52501;1995;rws_ddl;NA;NA
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-70;1409;1995;rws_ddl;-20.3;-90.3
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;43;52501;1995;rws_ddl;-20.3;22.7
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;14;2018;1995;rws_ddl;-12.2;1.8000000000000007
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;21;52501;1995;rws_ddl;-12.2;8.8
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-86;1409;1995;rws_ddl;-9.7;-95.7
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;45;52501;1995;rws_ddl;-9.7;35.3
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;376;1409;1995;rws_ddl;NA;NA
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;78;52501;1995;rws_ddl;NA;NA
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-138;1409;1995;rws_ddl;-24.3;-162.3
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-41;52501;1995;rws_ddl;-24.3;-65.3
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-76;1409;1995;rws_ddl;-18.7;-94.7
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;30;52501;1995;rws_ddl;-18.7;11.3
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-73;1409;1995;rws_ddl;-21.7;-94.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-9;52501;1995;rws_ddl;-21.7;-30.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;157;1409;1995;rws_ddl;-29.7;127.3
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;12;52501;1995;rws_ddl;-29.7;-17.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-73;1410;1995;rws_ddl;-21.4;-94.4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;12;52501;1995;rws_ddl;-21.4;-9.399999999999999
