locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;120;1409;1995;rws_ddl;-27.4;92.6
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;-8;52501;1995;rws_ddl;-27.4;-35.4
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-110;1409;1995;rws_ddl;-8.2;-118.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;89;52501;1995;rws_ddl;-8.2;80.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-95;1409;1995;rws_ddl;-16.8;-111.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;15;52501;1995;rws_ddl;-16.8;-1.8000000000000007
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-15;1409;1995;rws_ddl;NA;NA
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;104;52501;1995;rws_ddl;NA;NA
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;192;1409;1995;rws_ddl;-21;171
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;-18;52501;1995;rws_ddl;-21;-39
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-13;1408;1995;rws_ddl;-6.5;-19.5
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;55;52501;1995;rws_ddl;-6.5;48.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;64;1997;1995;rws_ddl;-27.7;36.3
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;101;52501;1995;rws_ddl;-27.7;73.3
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-123;1409;1995;rws_ddl;NA;NA
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;NVT;NAP;56;52501;1995;rws_ddl;NA;NA
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-89;1409;1995;rws_ddl;-16.8;-105.8
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;0;52501;1995;rws_ddl;-16.8;-16.8
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;149;1409;1995;rws_ddl;-21.8;127.2
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;NVT;NAP;41;52501;1995;rws_ddl;-21.8;19.2
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-33;1408;1995;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;49;52501;1995;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-118;1409;1995;rws_ddl;-12.5;-130.5
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;19;52501;1995;rws_ddl;-12.5;6.5
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;GETETMSL2;MSL;185;1409;1995;rws_ddl;NA;NA
Lichteiland Goeree;LICHTELGRE;Stappenbaak;Waterhoogte;cm;NVT;MSL;10;52501;1995;rws_ddl;NA;NA
