locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;81;1409;1973;rws_ddl;-27.4;53.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-154;1410;1973;rws_ddl;-8.2;-162.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-163;1410;1973;rws_ddl;-16.8;-179.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-120;1409;1973;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;6;1409;1973;rws_ddl;-6.5;-0.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-53;2111;1973;rws_ddl;-27.7;-80.7
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-113;1409;1973;rws_ddl;NA;NA
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-146;1080;1973;rws_ddl;-16.8;-162.8
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-32;1409;1973;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-117;1409;1973;rws_ddl;-12.5;-129.5
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;181;1561;1973;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-134;1409;1973;rws_ddl;-11.1;-145.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;4;1410;1973;rws_ddl;-3.2;0.7999999999999998
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-111;1409;1973;rws_ddl;-20.3;-131.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-9;1781;1973;rws_ddl;-12.2;-21.2
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-143;1409;1973;rws_ddl;-9.7;-152.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-130;1409;1973;rws_ddl;-21.7;-151.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;80;1409;1973;rws_ddl;-29.7;50.3
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-124;1409;1973;rws_ddl;-21.4;-145.4
