locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;79;1409;1979;rws_ddl;-27.4;51.6
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-207;1409;1979;rws_ddl;-8.2;-215.2
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-157;1409;1979;rws_ddl;-16.8;-173.8
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-94;1409;1979;rws_ddl;NA;NA
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-39;1409;1979;rws_ddl;-6.5;-45.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-13;2009;1979;rws_ddl;-27.7;-40.7
Holwerd;HOLWD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-224;1409;1979;rws_ddl;NA;NA
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-227;1409;1979;rws_ddl;-16.8;-243.8
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;-57;23643;1979;rws_ddl;-16.8;-73.8
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-62;1409;1979;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-185;1409;1979;rws_ddl;-12.5;-197.5
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;202;1541;1979;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-159;1409;1979;rws_ddl;-11.1;-170.1
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;139;1409;1979;rws_ddl;-3.2;135.8
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-110;1409;1979;rws_ddl;-20.3;-130.3
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;9;1777;1979;rws_ddl;-12.2;-3.1999999999999993
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-218;1409;1979;rws_ddl;-9.7;-227.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-137;1409;1979;rws_ddl;-21.7;-158.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;88;1409;1979;rws_ddl;-29.7;58.3
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-139;1409;1979;rws_ddl;-21.4;-160.4
