locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;17;103693;1994;rws_ddl;NA;NA
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-67;1409;1994;rws_ddl;-20.3;-87.3
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;47;52501;1994;rws_ddl;-20.3;26.7
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;175;1427;1994;rws_ddl;-12.2;162.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;10;52501;1994;rws_ddl;-12.2;-2.1999999999999993
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-95;1409;1994;rws_ddl;-9.7;-104.7
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;39;52501;1994;rws_ddl;-9.7;29.3
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;335;1409;1994;rws_ddl;NA;NA
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;44;52501;1994;rws_ddl;NA;NA
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-136;1409;1994;rws_ddl;-24.3;-160.3
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-38;52501;1994;rws_ddl;-24.3;-62.3
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-61;1409;1994;rws_ddl;-18.7;-79.7
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;45;52501;1994;rws_ddl;-18.7;26.3
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-76;1409;1994;rws_ddl;-21.7;-97.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-17;52501;1994;rws_ddl;-21.7;-38.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;145;1409;1994;rws_ddl;-29.7;115.3
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;2;52501;1994;rws_ddl;-29.7;-27.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-73;1409;1994;rws_ddl;-21.4;-94.4
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;13;52501;1994;rws_ddl;-21.4;-8.399999999999999
