locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-114;1409;2018;rws_ddl;-24.3;-114
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-22;52501;2018;rws_ddl;-24.3;-22
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-120;1409;2018;rws_ddl;-18.7;-120
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-4;52501;2018;rws_ddl;-18.7;-4
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-115;1409;2018;rws_ddl;-21.7;-115
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-35;52501;2018;rws_ddl;-21.7;-35
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;135;1409;2018;rws_ddl;-29.7;135
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;0;52501;2018;rws_ddl;-29.7;0
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-107;1409;2018;rws_ddl;-21.4;-107
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;NVT;NAP;-10;52501;2018;rws_ddl;-21.4;-10
