locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;83;1409;2005;rws_ddl;-27.4;83
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;-39;52501;2005;rws_ddl;-27.4;-39
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-153;1409;2005;rws_ddl;-8.2;-153
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;75;52501;2005;rws_ddl;-8.2;75
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-107;1408;2005;rws_ddl;-16.8;-107
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;-7;52501;2005;rws_ddl;-16.8;-7
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-23;1409;2005;rws_ddl;NA;-23
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;88;52501;2005;rws_ddl;NA;88
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;168;1409;2005;rws_ddl;-21;168
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;-17;52501;2005;rws_ddl;-21;-17
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-10;1409;2005;rws_ddl;-6.5;-10
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;58;52501;2005;rws_ddl;-6.5;58
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;73;1795;2005;rws_ddl;-27.7;73
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;74;52501;2005;rws_ddl;-27.7;74
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-73;1409;2005;rws_ddl;-16.8;-73
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;11;52501;2005;rws_ddl;-16.8;11
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;142;1408;2005;rws_ddl;-21.8;142
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;NVT;NAP;35;52501;2005;rws_ddl;-21.8;35
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-12;1409;2005;rws_ddl;NA;-12
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;65;52501;2005;rws_ddl;NA;65
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-94;1409;2005;rws_ddl;-12.5;-94
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;35;52501;2005;rws_ddl;-12.5;35
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;GETETM2;NAP;192;1409;2005;rws_ddl;NA;192
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;MSL;36;52501;2005;rws_ddl;NA;36
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;NAP;36;52501;2005;rws_ddl;NA;36
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;206;1552;2005;rws_ddl;NA;206
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-35;1409;2005;rws_ddl;-11.1;-35
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;83;52501;2005;rws_ddl;-11.1;83
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-4;1409;2005;rws_ddl;-3.2;-4
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;224;52501;2005;rws_ddl;-3.2;224
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-24;42119;2005;rws_ddl;NA;-24
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;-9;52445;2005;rws_ddl;NA;-9
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-82;1409;2005;rws_ddl;-20.3;-82
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;20;52501;2005;rws_ddl;-20.3;20
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;30;1760;2005;rws_ddl;-12.2;30
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;8;52501;2005;rws_ddl;-12.2;8
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-91;1409;2005;rws_ddl;-9.7;-91
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;33;52501;2005;rws_ddl;-9.7;33
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;67;105002;2005;rws_ddl;NA;67
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-116;1409;2005;rws_ddl;-24.3;-116
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-29;52501;2005;rws_ddl;-24.3;-29
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-98;1408;2005;rws_ddl;-18.7;-98
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-3;52501;2005;rws_ddl;-18.7;-3
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-87;1409;2005;rws_ddl;-21.7;-87
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-25;52501;2005;rws_ddl;-21.7;-25
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;159;1409;2005;rws_ddl;-29.7;159
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;26;52501;2005;rws_ddl;-29.7;26
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-91;1409;2005;rws_ddl;-21.4;-91
