locatie.naam;locatie.code;meetapparaat.omschrijving;grootheid.omschrijving;eenheid.code;groepering.code;hoedanigheid.code;annual_mean_mm;n;year;source;verschil [mm];annual_mean_mm_corrected
Cadzand;CADZD;Vlotter;Waterhoogte;cm;GETETM2;NAP;110;1409;2002;rws_ddl;-27.4;82.6
Cadzand;CADZD;Vlotter;Waterhoogte;cm;NVT;NAP;-8;52501;2002;rws_ddl;-27.4;-35.4
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-124;1409;2002;rws_ddl;-8.2;-132.2
Delfzijl;DELFZL;Vlotter;Waterhoogte;cm;NVT;NAP;74;52501;2002;rws_ddl;-8.2;65.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;GETETM2;NAP;-96;1408;2002;rws_ddl;-16.8;-112.8
Den Helder;DENHDR;Vlotter;Waterhoogte;cm;NVT;NAP;14;52501;2002;rws_ddl;-16.8;-2.8000000000000007
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-4;1409;2002;rws_ddl;NA;NA
Den Oever buiten;DENOVBTN;Vlotter;Waterhoogte;cm;NVT;NAP;109;52501;2002;rws_ddl;NA;NA
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;GETETM2;NAP;222;1408;2002;rws_ddl;-21;201
Haringvliet 10;HARVT10;Vlotter;Waterhoogte;cm;NVT;NAP;32;52501;2002;rws_ddl;-21;11
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-13;1409;2002;rws_ddl;-6.5;-19.5
Harlingen;HARLGN;Vlotter;Waterhoogte;cm;NVT;NAP;60;52501;2002;rws_ddl;-6.5;53.5
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;GETETM2;NAP;98;1864;2002;rws_ddl;-27.7;70.3
Hoek van Holland;HOEKVHLD;Vlotter;Waterhoogte;cm;NVT;NAP;113;52501;2002;rws_ddl;-27.7;85.3
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;GETETM2;NAP;-94;1409;2002;rws_ddl;-16.8;-110.8
Huibertgat;HUIBGT;Vlotter;Waterhoogte;cm;NVT;NAP;-4;52501;2002;rws_ddl;-16.8;-20.8
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;163;1409;2002;rws_ddl;-21.8;141.2
IJmuiden;IJMDBTHVN;Vlotter;Waterhoogte;cm;NVT;NAP;62;52501;2002;rws_ddl;-21.8;40.2
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-16;1409;2002;rws_ddl;NA;NA
Kornwerderzand buiten;KORNWDZBTN;Vlotter;Waterhoogte;cm;NVT;NAP;66;52501;2002;rws_ddl;NA;NA
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-107;1409;2002;rws_ddl;-12.5;-119.5
Lauwersoog;LAUWOG;Vlotter;Waterhoogte;cm;NVT;NAP;34;52501;2002;rws_ddl;-12.5;21.5
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;GETETM2;NAP;196;1408;2002;rws_ddl;NA;NA
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;MSL;34;52501;2002;rws_ddl;NA;NA
Lichteiland Goeree;LICHTELGRE;Radar;Waterhoogte;cm;NVT;NAP;34;52501;2002;rws_ddl;NA;NA
Maassluis;MAASSS;Vlotter;Waterhoogte;cm;GETETM2;NAP;239;1595;2002;rws_ddl;NA;NA
Nes;NES;Vlotter;Waterhoogte;cm;GETETM2;NAP;-64;1409;2002;rws_ddl;-11.1;-75.1
Nes;NES;Vlotter;Waterhoogte;cm;NVT;NAP;70;52501;2002;rws_ddl;-11.1;58.9
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;GETETM2;NAP;-15;1409;2002;rws_ddl;-3.2;-18.2
Nieuwe Statenzijl;NIEUWSTZL;Vlotter;Waterhoogte;cm;NVT;NAP;216;52501;2002;rws_ddl;-3.2;212.8
Oosterschelde 11;OOSTSDE11;Vlotter;Waterhoogte;cm;NVT;NAP;-9;50913;2002;rws_ddl;NA;NA
Oosterschelde 14;OOSTSDE14;Vlotter;Waterhoogte;cm;NVT;NAP;27;52399;2002;rws_ddl;NA;NA
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;GETETM2;NAP;-67;1409;2002;rws_ddl;-20.3;-87.3
Oudeschild;OUDSD;Vlotter;Waterhoogte;cm;NVT;NAP;42;52501;2002;rws_ddl;-20.3;21.7
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;37;1822;2002;rws_ddl;-12.2;24.8
Scheveningen;SCHEVNGN;Vlotter;Waterhoogte;cm;NVT;NAP;26;52501;2002;rws_ddl;-12.2;13.8
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-111;1409;2002;rws_ddl;-9.7;-120.7
Schiermonnikoog;SCHIERMNOG;Vlotter;Waterhoogte;cm;NVT;NAP;25;52501;2002;rws_ddl;-9.7;15.3
Stellendam buiten;STELLDBTN;Vlotter;Waterhoogte;cm;NVT;NAP;146;105002;2002;rws_ddl;NA;NA
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-137;1409;2002;rws_ddl;-24.3;-161.3
Terschelling Noordzee;TERSLNZE;Vlotter;Waterhoogte;cm;NVT;NAP;-42;52501;2002;rws_ddl;-24.3;-66.3
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;GETETM2;NAP;-85;1408;2002;rws_ddl;-18.7;-103.7
Texel Noordzee;TEXNZE;Vlotter;Waterhoogte;cm;NVT;NAP;16;52501;2002;rws_ddl;-18.7;-2.6999999999999993
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;GETETM2;NAP;-92;1409;2002;rws_ddl;-21.7;-113.7
Vlieland haven;VLIELHVN;Vlotter;Waterhoogte;cm;NVT;NAP;-23;52501;2002;rws_ddl;-21.7;-44.7
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;GETETM2;NAP;161;1409;2002;rws_ddl;-29.7;131.3
Vlissingen;VLISSGN;Vlotter;Waterhoogte;cm;NVT;NAP;21;52501;2002;rws_ddl;-29.7;-8.7
West-Terschelling;WESTTSLG;Vlotter;Waterhoogte;cm;GETETM2;NAP;-103;1409;2002;rws_ddl;-21.4;-124.4
