puntnummer;project_id;project_titel;projectdatum;hoogte;orde;publiek
000A4002;PR4-----VV;VRIJE VEREFF.4E PRIM;1970-06-15T00:00:00Z;18,16090000000000;1;N
000A4002;710101-3-1;NA;1971-01-01T00:00:00Z;18,13289999999990;3;N
000A4002;720101-3-1;NA;1972-01-01T00:00:00Z;18,13289999999990;3;N
000A4002;740101-3-1;NA;1974-01-01T00:00:00Z;18,13289999999990;3;N
000A4002;PR4.75;4E NAUWK WP OPTISCH;1975-01-01T00:00:00Z;18,13329999999990;1;N
000A4002;760101-2-1;NA;1976-01-01T00:00:00Z;18,13289999999990;2;N
000A4002;770101-2-1;NA;1977-01-01T00:00:00Z;18,13289999999990;2;N
000A4002;251W38;NULPAAL MILLINGEN;1984-03-28T00:00:00Z;18,13329999999990;1;N
000A4002;251W39;MILLINGSE BANDIJK;1984-03-28T00:00:00Z;18,13329999999990;3;N
000A4003;630101-3-1;NA;1963-01-01T00:00:00Z;4,10420000000000;3;N
000A4003;PR3.63;3E-NAUWK WP AANVULL.;1963-01-01T00:00:00Z;4,10000000000000;1;N
000A4003;700101-2-1;NA;1970-01-01T00:00:00Z;4,10000000000000;2;N
000A4003;PR4-----VV;VRIJE VEREFF.4E PRIM;1970-06-15T00:00:00Z;4,10230000000000;1;N
000A4003;750101-2-1;NA;1975-01-01T00:00:00Z;4,10000000000000;2;N
000A4003;PR4.75;4E NAUWK WP OPTISCH;1975-01-01T00:00:00Z;4,10000000000000;1;N
000A4003;221-----HY;HYDRO 79-80;1980-03-01T00:00:00Z;4,10100000000000;1;N
000A4003;355W35-PMS;VERIFICATIE PEILMEETSTATIONS 1996 EXCLUSIEF REGIO OOST;1996-11-27T00:00:00Z;4,07860000000000;2;N
000A4003;371W00;5E PRIMAIRE WATERPASSING;1997-03-20T00:00:00Z;4,07860000000000;1;N
000A4003;371=00=NAP;PRI prim 5 herziening 371w00 - MAART 1997;1997-03-23T00:00:00Z;4,06600000000000;1;N
000A4003;366=00=NAP;SEC herziening 366w00hsec rivieren westB 2000;2000-02-04T00:00:00Z;4,06600000000000;2;N
000A4003;366W00-SEC;Secundaire waterpassing Rivieren west deel B 2000;2000-02-04T00:00:00Z;4,07860000000000;2;N
000A4003;371=04=NAP;hoogten 0A en 0B merken uit scan3 aansluitpunten herziening;2002-01-01T00:00:00Z;4,06600000000000;1;N
000A4004;PR3.61;3E-NAUWK.WP AANVULL.;1961-01-01T00:00:00Z;4,58980000000000;1;N
000A4004;PR4.67--HY;4E NAUWK WP 1965-78;1967-01-01T00:00:00Z;4,58980000000000;1;N
000A4004;PR4-----VV;VRIJE VEREFF.4E PRIM;1970-06-15T00:00:00Z;4,59190000000000;1;N
000A4004;740101-2-1;NA;1974-01-01T00:00:00Z;4,58980000000000;2;N
000A4004;PR4.75;4E NAUWK WP OPTISCH;1975-01-01T00:00:00Z;4,58980000000000;1;N
000A4004;221-----HY;HYDRO 79-80;1980-03-01T00:00:00Z;4,58980000000000;1;N
000A4004;234W25-VOO;VOORSTR DORDD. DEFWP;1982-04-28T00:00:00Z;4,58980000000000;4;N
000A4004;246W13-VOO;VOORSTRAAT DORDDEFWP;1983-04-15T00:00:00Z;4,58980000000000;4;N
000A4004;249W19H;WP GROOT ALBLAS;1983-10-15T00:00:00Z;4,58980000000000;3;N
000A4004;266W00;HOEKSE WAARD;1984-01-01T00:00:00Z;4,58980000000000;2;N
000A4004;258W19-VOO;VOORSTR DORDR. DEFWP;1984-04-03T00:00:00Z;4,58980000000000;4;N
000A4004;249W23;GTE. PAPENDRECHT;1984-05-01T00:00:00Z;4,58980000000000;3;N
000A4004;267W42-VOO;VOORSTR DORD. DEFWP;1985-04-10T00:00:00Z;4,58980000000000;4;N
000A4004;286W02-VOO;VOORSTR DORD. DEFWP;1986-04-02T00:00:00Z;4,58980000000000;4;N
000A4004;288W18;EILAND VAN DORDRECHT;1986-09-01T00:00:00Z;4,58980000000000;2;N
000A4004;294W05-VOO;VOORSTRAAT DEFWP;1987-04-07T00:00:00Z;4,58980000000000;4;N
000A4004;317W00;SEC WP ZUID-HOLLAND;1989-11-01T00:00:00Z;4,56860000000000;2;N
000A4004;317=00=NAP;SEC herziening 317w00  zuid holland 1989;1989-11-12T00:00:00Z;4,55590000000000;2;N
000A4004;355=35=NAP;PMS verificatie 1996 exclusief regio oost;1996-11-27T00:00:00Z;4,55590000000000;2;N
000A4004;355W35-PMS;VERIFICATIE PEILMEETSTATIONS 1996 EXCLUSIEF REGIO OOST;1996-11-27T00:00:00Z;4,56860000000000;2;N
000A4004;371W00;5E PRIMAIRE WATERPASSING;1997-03-20T00:00:00Z;4,56860000000000;1;N
000A4004;371=00=NAP;PRI prim 5 herziening 371w00 - MAART 1997;1997-03-23T00:00:00Z;4,55590000000000;1;N
000A4004;363W00-SEC;riv west deel a   werknr 11354A  1998/1999;1999-03-07T00:00:00Z;4,56860000000000;2;N
000A4004;363=00=NAP;SEC herziening 363w00hsec+363w01-sec rivieren-west A 1999;1999-03-09T00:00:00Z;4,55590000000000;2;N
000A4004;363W00HSEC;herberekening 363w00+363w01 +3 overg + opt traj (gem.rdam.);1999-03-09T00:00:00Z;4,56860000000000;2;N
000A4004;366=00=NAP;SEC herziening 366w00hsec rivieren westB 2000;2000-02-04T00:00:00Z;4,55590000000000;2;N
000A4004;366W00-SEC;Secundaire waterpassing Rivieren west deel B 2000;2000-02-04T00:00:00Z;4,56860000000000;2;N
000A4004;371=04=NAP;hoogten 0A en 0B merken uit scan3 aansluitpunten herziening;2002-01-01T00:00:00Z;4,55590000000000;1;J
000A4004;384=04;SEC Zuid-Holland (RWS + NAM) en Zeeland 2008;2008-09-02T00:00:00Z;4,55590000000000;2;N
000A4004;384=12;SEC Veluwe/Flevoland en Rivieren-west 2010;2010-07-28T00:00:00Z;4,55590000000000;2;N
000A4004;388=01;SEC Zuid-Holland 2016;2016-07-09T00:00:00Z;4,55590000000000;2;N
000A4004;388=08;SEC Brabant west + Rivierengebied 2020;2020-08-01T00:00:00Z;4,55590000000000;2;N
000A4005;630101-3-1;NA;1963-01-01T00:00:00Z;5,75160000000000;3;N
000A4005;650101-2-1;NA;1965-01-01T00:00:00Z;5,75580000000000;2;N
000A4005;670101-1-1;NA;1967-01-01T00:00:00Z;5,74300000000000;1;N
000A4005;PR4.67--HY;4E NAUWK WP 1965-78;1967-01-01T00:00:00Z;5,74360000000000;1;N
000A4005;PR4-----VV;VRIJE VEREFF.4E PRIM;1970-06-15T00:00:00Z;5,74260000000000;1;N
000A4005;760101-3-1;NA;1976-01-01T00:00:00Z;5,75580000000000;3;N
000A4005;221-----HY;HYDRO 79-80;1980-03-01T00:00:00Z;5,74360000000000;1;N
000A4005;213W45;SEC WP;1981-01-01T00:00:00Z;5,74300000000000;2;N
000A4005;249W44;CONC YSSELMONDE;1984-01-01T00:00:00Z;5,74300000000000;2;N
000A4005;266W00;HOEKSE WAARD;1984-01-01T00:00:00Z;5,74300000000000;2;N
000A4005;317W00;SEC WP ZUID-HOLLAND;1989-11-01T00:00:00Z;5,71130000000000;2;N
000A4005;317=00=NAP;SEC herziening 317w00  zuid holland 1989;1989-11-12T00:00:00Z;5,68890000000000;2;N
000A4005;332=03=NAP;CON de lier - botlek 1992;1992-10-05T00:00:00Z;5,68890000000000;2;N
000A4005;332W03;NAM-DE LIER-BOTLEK/P;1992-10-15T00:00:00Z;5,71130000000000;2;N
000A4005;342=07=NAP;CON westland 1995;1995-10-06T00:00:00Z;5,68890000000000;2;N
000A4005;342W07;Nauwkeurigheidswaterpassing NAM, Rotterdam/Westland 1995;1995-10-06T00:00:00Z;5,71130000000000;2;N
000A4005;355=35=NAP;PMS verificatie 1996 exclusief regio oost;1996-11-27T00:00:00Z;5,68890000000000;2;N
000A4005;355W35-PMS;VERIFICATIE PEILMEETSTATIONS 1996 EXCLUSIEF REGIO OOST;1996-11-27T00:00:00Z;5,71130000000000;2;N
000A4005;371W00;5E PRIMAIRE WATERPASSING;1997-03-20T00:00:00Z;5,71130000000000;1;N
000A4005;371=00=NAP;PRI prim 5 herziening 371w00 - MAART 1997;1997-03-23T00:00:00Z;5,68890000000000;1;N
000A4005;363W00-SEC;riv west deel a   werknr 11354A  1998/1999;1999-03-07T00:00:00Z;5,71130000000000;2;N
000A4005;363=00=NAP;SEC herziening 363w00hsec+363w01-sec rivieren-west A 1999;1999-03-09T00:00:00Z;5,68890000000000;2;N
000A4005;363W00HSEC;herberekening 363w00+363w01 +3 overg + opt traj (gem.rdam.);1999-03-09T00:00:00Z;5,71130000000000;2;N
000A4005;366=00=NAP;SEC herziening 366w00hsec rivieren westB 2000;2000-02-04T00:00:00Z;5,68890000000000;2;N
000A4005;366W00-SEC;Secundaire waterpassing Rivieren west deel B 2000;2000-02-04T00:00:00Z;5,71130000000000;2;N
000A4005;371=04=NAP;hoogten 0A en 0B merken uit scan3 aansluitpunten herziening;2002-01-01T00:00:00Z;5,68890000000000;1;J
000A4005;376=80;RIKZ metingen 2001 - 2003;2003-07-22T00:00:00Z;5,68890000000000;2;N
000A4005;384=04;SEC Zuid-Holland (RWS + NAM) en Zeeland 2008;2008-09-02T00:00:00Z;5,68890000000000;2;N
000A4005;384=12;SEC Veluwe/Flevoland en Rivieren-west 2010;2010-07-28T00:00:00Z;5,68890000000000;2;N
000A4005;388=01;SEC Zuid-Holland 2016;2016-07-09T00:00:00Z;5,68890000000000;2;N
000A4005;388=08;SEC Brabant west + Rivierengebied 2020;2020-08-01T00:00:00Z;5,68890000000000;2;N
000A4006;620101-3-1;NA;1962-01-01T00:00:00Z;2,35540000000000;3;N
000A4006;650101-2-1;NA;1965-01-01T00:00:00Z;2,36500000000000;2;N
000A4006;PR4.67--HY;4E NAUWK WP 1965-78;1967-01-01T00:00:00Z;2,34580000000000;1;N
000A4006;PR4-----VV;VRIJE VEREFF.4E PRIM;1970-06-15T00:00:00Z;2,35320000000000;1;N
000A4006;710101-3-1;NA;1971-01-01T00:00:00Z;2,36500000000000;3;N
000A4006;720101-3-1;NA;1972-01-01T00:00:00Z;2,36500000000000;3;N
000A4006;740101-3-1;NA;1974-01-01T00:00:00Z;2,36500000000000;3;N
000A4006;760101-3-1;NA;1976-01-01T00:00:00Z;2,36500000000000;3;N
000A4006;800101-3-1;NA;1980-01-01T00:00:00Z;2,34580000000000;3;N
000A4006;221-----HY;HYDRO 79-80;1980-03-01T00:00:00Z;2,34580000000000;1;N
000A4006;249W19;SEC.WP. GROOT ALBLAS;1983-10-15T00:00:00Z;2,31960000000000;2;N
000A4006;249W19H;WP GROOT ALBLAS;1983-10-15T00:00:00Z;2,33650000000000;3;N
000A4007;PR3.62;3E-NAUWK.WP AANVULL.;1962-01-01T00:00:00Z;5,85580000000000;1;N
000A4007;680101-2-1;NA;1968-01-01T00:00:00Z;5,85580000000000;2;N
000A4007;PR4.68--HY;4E NAUWK WP 1965-78;1968-01-01T00:00:00Z;5,85580000000000;1;N
000A4007;700101-2-1;NA;1970-01-01T00:00:00Z;5,85580000000000;2;N
000A4007;PR4-----VV;VRIJE VEREFF.4E PRIM;1970-06-15T00:00:00Z;5,85180000000000;1;N
000A4007;710101-3-1;NA;1971-01-01T00:00:00Z;5,85580000000000;3;N
000A4007;720101-3-1;NA;1972-01-01T00:00:00Z;5,85580000000000;3;N
000A4007;730101-3-1;NA;1973-01-01T00:00:00Z;5,85580000000000;3;N
000A4007;740101-3-1;NA;1974-01-01T00:00:00Z;5,85580000000000;3;N
000A4007;PR4.76;4E NAUWK WP OPTISCH;1976-01-01T00:00:00Z;5,85580000000000;1;N
000A4007;192;PR4 VOORL.ZEELAND;1977-01-01T00:00:00Z;5,85580000000000;6;N
000A4007;189W05;PRIM WP BRIENENOORDB;1977-01-01T00:00:00Z;5,85580000000000;1;N
000A4007;221-----HY;HYDRO 79-80;1980-03-01T00:00:00Z;5,85580000000000;1;N
000A4007;266W00;HOEKSE WAARD;1984-01-01T00:00:00Z;5,85580000000000;2;N
000A4007;249W45;CONC BERKEL;1984-07-15T00:00:00Z;5,85580000000000;3;N
000A4007;281W02;SPOORTUNNELTRACE;1985-10-04T00:00:00Z;5,85580000000000;2;N
000A4007;R85SP01H;SPOORTUNNELTRACE;1985-12-31T00:00:00Z;5,82170000000000;3;N
000A4007;288W15HBRG;BRICOR GROOT DEFWP;1986-07-15T00:00:00Z;5,85580000000000;1;N
000A4007;288W15HSPP;SPOORTUNNEL DEFWP;1986-07-15T00:00:00Z;5,85580000000000;1;N
000A4007;288W20-BRG;BRICOR GROOT DEFWP;1986-10-01T00:00:00Z;5,85580000000000;1;N
000A4007;288W20-SPP;SPOORTUNNEL DEFWP;1986-10-01T00:00:00Z;5,85580000000000;1;N
000A4007;293W02-SPR;SPPORTUNNEL DEFWP;1986-11-07T00:00:00Z;5,85580000000000;4;N
000A4007;291W23-BRG;SPOORTUNNEL DEFWP;1986-12-06T00:00:00Z;5,85580000000000;1;N
000A4007;291W23-SPP;SPOORTUNNEL DEFWP;1986-12-06T00:00:00Z;5,85580000000000;1;N
000A4007;293W11-SPR;SPOORTUNNEL DEFWP;1987-03-24T00:00:00Z;5,85580000000000;4;N
000A4007;294W06-BRG;SPOORTUNNEL DEFWP;1987-04-12T00:00:00Z;5,85580000000000;1;N
000A4007;294W06-SPP;SPOORTUNNEL DEFWP;1987-04-12T00:00:00Z;5,85580000000000;1;N
000A4007;293W36-SPR;SPOORTUNNEL DEFWP;1987-06-16T00:00:00Z;5,85580000000000;4;N
000A4007;294W46-BRG;SPOORTUNNEL DEFWP;1987-07-06T00:00:00Z;5,85580000000000;1;N
000A4007;294W46-SPP;SPOORTUNNEL DEFWP;1987-07-06T00:00:00Z;5,85580000000000;1;N
000A4007;297W29-SPP;SPOORTUNNEL DEFWP;1987-09-29T00:00:00Z;5,85580000000000;1;N
000A4007;293W73-SPR;SPOORTUNNEL DEFWP;1987-10-25T00:00:00Z;5,85580000000000;4;N
000A4007;293W97-SPR;SPOORTUNNEL DEFWP;1988-01-15T00:00:00Z;5,85580000000000;4;N
000A4007;302W07-SPP;SPOORTUNNEL DEFWP;1988-02-23T00:00:00Z;5,85580000000000;1;N
000A4007;304W01-SPP;SPOORTUNNEL DEFWP;1988-05-16T00:00:00Z;5,85580000000000;1;N
000A4007;303W36-SPR;SPOORTUNNEL DEFWP;1988-07-07T00:00:00Z;5,85580000000000;4;N
000A4007;304W09-SPP;SPOORTUNNEL;1988-08-15T00:00:00Z;5,85580000000000;1;N
000A4007;303W57-SPR;SPOORTUNNEL DEFWP;1988-10-15T00:00:00Z;5,85580000000000;4;N
000A4007;305W41-SPP;SPOORTUNNEL;1988-11-12T00:00:00Z;5,85580000000000;2;N
000A4007;309W01-SPR;SPOORTUNNEL;1989-01-15T00:00:00Z;5,85580000000000;4;N
000A4007;309W03-SPR;SPOORTUNNEL DEFWP;1989-02-15T00:00:00Z;5,85580000000000;4;N
000A4007;308W01-SPP;SPOORTUNNEL;1989-03-17T00:00:00Z;5,85580000000000;1;N
000A4007;309W15-SPR;SPOORTUNNEL DEFWP;1989-04-15T00:00:00Z;5,85580000000000;4;N
000A4007;311W12-SPP;SPOORTUNNEL;1989-07-11T00:00:00Z;5,85580000000000;4;N
000A4007;309W04-SPR;SPOORTUNNEL DEFWP;1989-07-15T00:00:00Z;5,85580000000000;4;N
000A4007;311W13-SPP;SPOORTUNNEL;1989-09-22T00:00:00Z;5,85580000000000;4;N
000A4007;317W00;SEC WP ZUID-HOLLAND;1989-11-01T00:00:00Z;5,82170000000000;2;N
000A4007;317=00=NAP;SEC herziening 317w00  zuid holland 1989;1989-11-12T00:00:00Z;5,80030000000000;2;N
000A4007;R89RMO1;RMO PRINSENLAND EO;1989-12-12T00:00:00Z;5,82170000000000;3;N
000A4007;309W17-SPR;SPOORTUNNEL DEFWP;1990-02-09T00:00:00Z;5,85580000000000;4;N
000A4007;313W29-SPP;SPOORTUNNEL;1990-02-23T00:00:00Z;5,85580000000000;4;N
000A4007;309W20-SPR;SPOORTUNNEL DEFWP;1990-04-01T00:00:00Z;5,85580000000000;4;N
000A4007;315W02-SPR;SPOORTUNNEL DEFWP;1990-05-15T00:00:00Z;5,85580000000000;4;N
000A4007;316W09-SPP;SPOORTUNNEL DEFWP;1990-06-01T00:00:00Z;5,85580000000000;4;N
000A4007;315W04-SPR;SPOORTUNNEL DEFWP;1990-06-20T00:00:00Z;5,85580000000000;4;N
000A4007;315W08-SPR;SPOORTUNNEL DEFWP;1990-07-15T00:00:00Z;5,85580000000000;4;N
000A4007;315W13-SPR;SPOORTUNNEL DEFWP;1990-08-16T00:00:00Z;5,85580000000000;4;N
000A4007;316W25-SPP;SPOORTUNNEL DEFWP;1990-08-24T00:00:00Z;5,85580000000000;4;N
000A4007;315W16-SPR;SPOORTUNNEL DEFWP;1990-09-10T00:00:00Z;5,85580000000000;4;N
000A4007;315W21-SPR;SPOORTUNNEL DEFWP;1990-10-03T00:00:00Z;5,85580000000000;4;N
000A4007;315W25-SPR;SPOORTUNNEL DEFWP;1990-11-10T00:00:00Z;5,85580000000000;4;N
000A4007;315W24-SPR;SPOORTUNNEL DEFWP;1990-11-14T00:00:00Z;5,85580000000000;4;N
000A4007;315W28-SPR;SPOORTUNNEL DEFWP;1990-12-10T00:00:00Z;5,85580000000000;4;N
000A4007;318W29-SPP;SPOORTUNNEL DEFWP;1990-12-18T00:00:00Z;5,85580000000000;4;N
000A4007;318W30-SPP;SPOORTUNNEL DEFWP;1990-12-18T00:00:00Z;5,82170000000000;4;N
000A4007;315W32-SPR;SPOORTUNNEL DEFWP;1991-01-22T00:00:00Z;5,85580000000000;4;N
000A4007;315W34-SPR;SPOORTUNNEL DEFWP;1991-02-26T00:00:00Z;5,85580000000000;4;N
000A4007;320W06-SPP;SPOORTUNNEL DEFWP;1991-03-04T00:00:00Z;5,85580000000000;4;N
000A4007;320W08-SPP;SPOORTUNNEL DEFWP;1991-03-05T00:00:00Z;5,82170000000000;4;N
000A4007;321W05-SPR;SPOORTUNNEL DEFWP;1991-03-18T00:00:00Z;5,85580000000000;4;N
000A4007;321W09-SPR;SPOORTUNNEL DEFWP.;1991-04-20T00:00:00Z;5,85580000000000;4;N
000A4007;321W12-SPR;SPOORTUNNEL DEFWP.;1991-05-13T00:00:00Z;5,85580000000000;4;N
000A4007;320W34-SPP;SPOORTUNNEL DEFWP;1991-06-19T00:00:00Z;5,85580000000000;4;N
000A4007;320W35-SPP;SPOORTUNNEL DEFWP;1991-06-20T00:00:00Z;5,82170000000000;4;N
000A4007;321W15-SPR;SPOORTUNNEL DEFWP.;1991-06-20T00:00:00Z;5,85580000000000;4;N
000A4007;321W19-SPR;SPOORTUNNEL DEFWP.;1991-07-20T00:00:00Z;5,85580000000000;4;N
000A4007;320W40-SPP;SPOORTUNNEL DEFWP;1991-08-04T00:00:00Z;5,85580000000000;4;N
000A4007;320W41-SPP;SPOORTUNNEL DEFWP;1991-08-05T00:00:00Z;5,82170000000000;4;N
000A4007;321W21-SPR;SPOORTUNNEL DEFWP;1991-08-15T00:00:00Z;5,85580000000000;4;N
000A4007;321W25-SPR;SPOORTUNNEL DEFWP;1991-09-15T00:00:00Z;5,85580000000000;4;N
000A4007;326W03-SPR;SPOORTUNNEL DEFWP;1991-10-15T00:00:00Z;5,85580000000000;4;N
000A4007;325W20-SPP;SPOORTUNNEL DEFWP;1991-11-18T00:00:00Z;5,85110000000000;4;N
000A4007;325W22-SPP;SPOORTUNNEL DEFWP;1991-11-18T00:00:00Z;5,85580000000000;4;N
000A4007;325W23-SPP;SPOORTUNNEL DEFWP;1991-11-19T00:00:00Z;5,82170000000000;4;N
000A4007;326W05-SPR;SPOORTUNNEL DEFWP;1991-11-20T00:00:00Z;5,85580000000000;4;N
000A4007;326W09-SPR;SPOORTUNNEL DEFWP;1991-12-17T00:00:00Z;5,85580000000000;4;N
000A4007;325W20-SPR;SPOORTUNNEL DEFWP;1991-12-31T00:00:00Z;5,85580000000000;2;N
000A4007;325W21-SPP;SPOORTUNNEL;1992-01-01T00:00:00Z;5,82170000000000;2;N
000A4007;326W11-SPR;SPOORTUNNEL DEFWP;1992-01-17T00:00:00Z;5,85580000000000;4;N
000A4007;326W15-SPR;SPOORTUNNEL DEFWP;1992-02-15T00:00:00Z;5,85580000000000;4;N
000A4007;328W05-SPP;SPOORTUNNEL DEFWP;1992-02-21T00:00:00Z;5,85580000000000;4;N
000A4007;328W06-SPP;SPOORTUNNEL DEFWP;1992-02-22T00:00:00Z;5,82170000000000;4;N
000A4007;326W18-SPR;SPOORTUNNEL DEFWP;1992-03-11T00:00:00Z;5,85580000000000;4;N
000A4007;326W17-SPR;SPOORTUNNEL DEFWP;1992-04-08T00:00:00Z;5,85580000000000;4;N
000A4007;328W29-SPR;SPOORTUNNEL DEFWP;1992-05-12T00:00:00Z;5,85580000000000;4;N
000A4007;328W44-SPP;SPOORTUNNEL DEFWP;1992-06-09T00:00:00Z;5,85580000000000;4;N
000A4007;328W43-SPP;SPOORTUNNEL DEFWP;1992-06-10T00:00:00Z;5,82170000000000;4;N
000A4007;326W22-SPR;SPOORTUNNEL DEFWP;1992-06-17T00:00:00Z;5,85580000000000;4;N
000A4007;326W25-SPR;SPOORTUNNEL DEFWP;1992-07-20T00:00:00Z;5,85580000000000;4;N
000A4007;328W45-SPP;SPOORTUNNEL DEFWP;1992-07-30T00:00:00Z;5,85580000000000;4;N
000A4007;328W46-SPP;SPOORTUNNEL DEFWP;1992-07-31T00:00:00Z;5,82170000000000;4;N
000A4007;326W29-SPR;SPOORTUNNEL DEFWP;1992-08-26T00:00:00Z;5,85580000000000;4;N
000A4007;326W30-SPR;SPOORTUNNEL;1992-09-22T00:00:00Z;5,85580000000000;4;N
000A4007;332=03=NAP;CON de lier - botlek 1992;1992-10-05T00:00:00Z;5,80030000000000;2;N
000A4007;332W03;NAM-DE LIER-BOTLEK/P;1992-10-15T00:00:00Z;5,82170000000000;2;N
000A4007;326W31-SPR;SPOORTUNNEL DEFWP;1992-10-21T00:00:00Z;5,85580000000000;4;N
000A4007;333W03-SPR;SPOORTUNNEL;1992-11-17T00:00:00Z;5,85580000000000;4;N
000A4007;333W07-SPR;SPOORTUNNEL(RMO) DEF;1992-12-10T00:00:00Z;5,85580000000000;4;N
000A4007;333W09-SPR;SPOORTUNNEL(RMO) DEF;1993-02-03T00:00:00Z;5,85580000000000;4;N
000A4007;334W17-SPP;SPOORTUNNEL DEFWP;1993-03-08T00:00:00Z;5,85490000000000;4;N
000A4007;334W18-SPP;SPOORTUNNEL DEFWP;1993-03-09T00:00:00Z;5,82130000000000;4;N
000A4007;333W11-SPR;SPOORTUNNEL (RMO) DEFWP;1993-05-07T00:00:00Z;5,85580000000000;4;N
000A4007;336W07-SPP;SPOORTUNNEL DEFWP;1993-06-09T00:00:00Z;5,85490000000000;4;N
000A4007;336W08-SPP;SPOORTUNNEL DEFWP;1993-06-10T00:00:00Z;5,82130000000000;4;N
000A4007;333W13-SPR;SPOORTUNNEL (RMO) DEFWP;1993-07-05T00:00:00Z;5,85580000000000;4;N
000A4007;336W46-SPP;NA;1993-08-30T00:00:00Z;5,85490000000000;2;N
000A4007;336W31-SPP;SPOORTUNNEL DEFWP;1993-08-31T00:00:00Z;5,82130000000000;2;N
000A4007;333W15-SPR;SPOORTUNNEL (RMO) DEFWP;1993-10-13T00:00:00Z;5,85580000000000;4;N
000A4007;337W17-SPP;SPOORTUNNEL DEFWP;1993-11-16T00:00:00Z;5,82130000000000;4;N
000A4007;333W17-SPR;SPOORTUNNEL (RMO) DEFWP;1994-01-24T00:00:00Z;5,85580000000000;4;N
000A4007;338W28-SPP;SPOORTUNNEL DEFWP;1994-03-03T00:00:00Z;5,82130000000000;4;N
000A4007;333W19-SPR;SPOORTUNNEL (RMO) DEFWP;1994-04-11T00:00:00Z;5,85580000000000;4;N
000A4007;340W08-SPP;SPOORTUNNEL DEFWP;1994-05-30T00:00:00Z;5,82130000000000;4;N
000A4007;333W21-SPR;SPOORTUNNEL (RMO) DEFWP;1994-07-06T00:00:00Z;5,85580000000000;4;N
000A4007;343W02-SPP;Peilmerken spoortunnel Rotterdam;1994-08-23T00:00:00Z;5,82130000000000;2;N
000A4007;343W11-SPR;SPOORTUNNEL (RMO) DEFWP;1994-10-03T00:00:00Z;5,85580000000000;4;N
000A4007;343W24-SPP;controle peilmerken Rotterdam,november 1994;1994-11-13T00:00:00Z;5,82130000000000;2;N
000A4007;342=03=NAP;CON berkel 1994;1994-12-14T00:00:00Z;5,80030000000000;2;N
000A4007;342W03;Waterpassing Berkel 1994;1994-12-14T00:00:00Z;5,82130000000000;2;N
000A4007;342=07=NAP;CON westland 1995;1995-10-06T00:00:00Z;5,80030000000000;2;N
000A4007;342W07;Nauwkeurigheidswaterpassing NAM, Rotterdam/Westland 1995;1995-10-06T00:00:00Z;5,82130000000000;2;N
000A4007;359=23=NAP;SEC rotterdam 1997;1997-03-15T00:00:00Z;5,80030000000000;2;N
000A4007;359W23-SEC;gemeente rotterdam 1997;1997-03-15T00:00:00Z;5,82130000000000;2;N
000A4007;371W00;5E PRIMAIRE WATERPASSING;1997-03-20T00:00:00Z;5,82130000000000;1;N
000A4007;371=00=NAP;PRI prim 5 herziening 371w00 - MAART 1997;1997-03-23T00:00:00Z;5,80030000000000;1;N
000A4007;363W00-SEC;riv west deel a   werknr 11354A  1998/1999;1999-03-07T00:00:00Z;5,82130000000000;2;N
000A4007;363=00=NAP;SEC herziening 363w00hsec+363w01-sec rivieren-west A 1999;1999-03-09T00:00:00Z;5,80030000000000;2;N
000A4007;363W00HSEC;herberekening 363w00+363w01 +3 overg + opt traj (gem.rdam.);1999-03-09T00:00:00Z;5,82130000000000;2;N
000A4007;371=04=NAP;hoogten 0A en 0B merken uit scan3 aansluitpunten herziening;2002-01-01T00:00:00Z;5,80030000000000;1;J
000A4007;376=57=NAP;SEC rotterdam 2003;2003-04-02T00:00:00Z;5,80030000000000;2;N
000A4007;376W57;gemeente rotterdam lokale net verdichting;2003-04-02T00:00:00Z;5,82130000000000;2;N
000A4007;376=80;RIKZ metingen 2001 - 2003;2003-07-22T00:00:00Z;5,80030000000000;2;N
000A4007;380=82;CON concessie zuidholland 2005 NAM;2005-11-24T00:00:00Z;5,80030000000000;2;N
000A4007;386=03;SEC verdichting rotterdam 2006;2006-11-14T00:00:00Z;5,80030000000000;2;N
000A4007;384=04;SEC Zuid-Holland (RWS + NAM) en Zeeland 2008;2008-09-02T00:00:00Z;5,80030000000000;2;N
000A4007;386=063;CON zuid-holland 2011 NAM;2011-07-07T00:00:00Z;5,80030000000000;2;N
000A4007;388=01;SEC Zuid-Holland 2016;2016-07-09T00:00:00Z;5,80030000000000;2;N
000A4008;207W22;INMETING NP BROUWERS;1978-01-01T00:00:00Z;2,96310000000000;1;N
000A4008;214W34;PB SCHOUWEN;1980-12-01T00:00:00Z;2,96310000000000;2;N
000A4008;253W00;SEC.GOEREE;1983-12-01T00:00:00Z;2,96310000000000;2;N
000A4008;247W44;HOOFDWAT.GOEREE;1985-10-15T00:00:00Z;2,96310000000000;3;N
000A4008;339=01=NAP;SEC herziening 339w01H+339w01-HY zeeland 1992;1992-09-07T00:00:00Z;2,93400000000000;2;N
000A4008;339W01H;Herb. WP. zeeland (339w01)aanvullen met hydro 92 (339w01--HY;1992-09-07T00:00:00Z;2,95880000000000;2;N
000A4008;339W01;ZEELAND 92-93  ( zie herberekening 339W01H );1993-04-01T00:00:00Z;2,95890000000000;2;N
000A4008;371W00;5E PRIMAIRE WATERPASSING;1997-03-20T00:00:00Z;2,95880000000000;1;N
000A4008;371=00=NAP;PRI prim 5 herziening 371w00 - MAART 1997;1997-03-23T00:00:00Z;2,93400000000000;1;N
