# generated with r-analyse/gtsm/add-gtsm.R
# contains gtsm surge output per year
"...1","t","name","ddl_id","surge"
"381",110,1965-01-01,"NL","NL",0.0737706708121932
"382",117,1966-01-01,"NL","NL",0.064535018688038
"383",124,1967-01-01,"NL","NL",0.0938596730783622
"384",131,1968-01-01,"NL","NL",0.0382315642170193
"385",138,1969-01-01,"NL","NL",0.024279707106953
"386",145,1970-01-01,"NL","NL",0.0622920965342346
"387",152,1971-01-01,"NL","NL",0.0261924007375933
"388",159,1972-01-01,"NL","NL",0.00263836821613286
"389",166,1973-01-01,"NL","NL",0.064950325371183
"390",173,1974-01-01,"NL","NL",0.0832581406096677
"391",180,1975-01-01,"NL","NL",0.0287788209900872
"392",187,1976-01-01,"NL","NL",0.0144945820498827
"393",194,1977-01-01,"NL","NL",0.0658096671953359
"394",201,1978-01-01,"NL","NL",0.047164100004981
"395",208,1979-01-01,"NL","NL",0.0425909333196804
"396",215,1980-01-01,"NL","NL",0.0380944713499089
"397",222,1981-01-01,"NL","NL",0.0718094127901826
"398",229,1982-01-01,"NL","NL",0.0455006499138813
"399",236,1983-01-01,"NL","NL",0.0821790022319635
"400",243,1984-01-01,"NL","NL",0.0349665281061384
"401",250,1985-01-01,"NL","NL",0.0397848723638813
"402",257,1986-01-01,"NL","NL",0.0469300423411872
"403",264,1987-01-01,"NL","NL",0.0167396122659817
"404",271,1988-01-01,"NL","NL",0.0750844531196175
"405",278,1989-01-01,"NL","NL",0.0545133350671233
"406",285,1990-01-01,"NL","NL",0.10096366005726
"407",292,1991-01-01,"NL","NL",0.0269957901746758
"408",299,1992-01-01,"NL","NL",0.0498719417826503
"409",306,1993-01-01,"NL","NL",0.0374907501549132
"410",313,1994-01-01,"NL","NL",0.0714254039561644
"411",320,1995-01-01,"NL","NL",0.0524167246742922
"412",327,1996-01-01,"NL","NL",-0.0253948810534927
"413",334,1997-01-01,"NL","NL",0.0148750579197717
"414",341,1998-01-01,"NL","NL",0.0844373698321918
"415",348,1999-01-01,"NL","NL",0.0782395184631507
"416",355,2000-01-01,"NL","NL",0.0691908694594718
"417",362,2001-01-01,"NL","NL",0.0557058558798036
"418",369,2002-01-01,"NL","NL",0.0288060231291872
"419",376,2003-01-01,"NL","NL",0.0162517399486959
"420",383,2004-01-01,"NL","NL",0.0609290954964025
"421",390,2005-01-01,"NL","NL",0.0437710647114429
"422",397,2006-01-01,"NL","NL",0.0485653333365297
"423",404,2007-01-01,"NL","NL",0.0748900890225571
"424",411,2008-01-01,"NL","NL",0.0673432975900046
"425",418,2009-01-01,"NL","NL",0.0395992679807763
"426",425,2010-01-01,"NL","NL",0.022741156519452
"427",432,2011-01-01,"NL","NL",0.0578392296082877
"428",439,2012-01-01,"NL","NL",0.0474958251858834
"429",446,2013-01-01,"NL","NL",0.0211938286866667
"430",453,2014-01-01,"NL","NL",0.0448224847462694
"431",460,2015-01-01,"NL","NL",0.0687108791629224
"432",467,2016-01-01,"NL","NL",0.0264659187776412
"433",474,2017-01-01,"NL","NL",0.0682347700085845
"434",481,2018-01-01,"NL","NL",0.00733516229178082
"435",488,2019-01-01,"NL","NL",0.0559150601589498
"436",495,2020-01-01,"NL","NL",0.0565580726632787
"437",502,2021-01-01,"NL","NL",0.0329048006155251
"438",509,2022-01-01,"NL","NL",0.0397097937926463
"439",6,1950-01-01,"Vlissingen","VLISSGN",0.0882179364485488
"440",13,1951-01-01,"Vlissingen","VLISSGN",0.0324845240668279
"441",20,1952-01-01,"Vlissingen","VLISSGN",0.0449222058218095
"442",27,1953-01-01,"Vlissingen","VLISSGN",0.00024773559528275
"443",34,1954-01-01,"Vlissingen","VLISSGN",0.0458539500650758
"444",41,1955-01-01,"Vlissingen","VLISSGN",0.0426842946718664
"445",48,1956-01-01,"Vlissingen","VLISSGN",0.0202350976897271
"446",55,1957-01-01,"Vlissingen","VLISSGN",0.0292204559461711
"447",62,1958-01-01,"Vlissingen","VLISSGN",0.0414818329688749
"448",69,1959-01-01,"Vlissingen","VLISSGN",-0.00256211494082865
"449",76,1960-01-01,"Vlissingen","VLISSGN",0.0358670235654757
"450",83,1961-01-01,"Vlissingen","VLISSGN",0.0486534316985779
"451",90,1962-01-01,"Vlissingen","VLISSGN",0.0327438717044584
"452",97,1963-01-01,"Vlissingen","VLISSGN",0.00893600090878875
"453",104,1964-01-01,"Vlissingen","VLISSGN",0.00282283965752668
"454",111,1965-01-01,"Vlissingen","VLISSGN",0.0571767976392724
"455",118,1966-01-01,"Vlissingen","VLISSGN",0.0526896261954553
"456",125,1967-01-01,"Vlissingen","VLISSGN",0.0584262049616608
"457",132,1968-01-01,"Vlissingen","VLISSGN",0.0306425274036764
"458",139,1969-01-01,"Vlissingen","VLISSGN",0.023768737575371
"459",146,1970-01-01,"Vlissingen","VLISSGN",0.0481876214955015
"460",153,1971-01-01,"Vlissingen","VLISSGN",0.0140253062092074
"461",160,1972-01-01,"Vlissingen","VLISSGN",-0.00277513486989697
"462",167,1973-01-01,"Vlissingen","VLISSGN",0.0413603224217483
"463",174,1974-01-01,"Vlissingen","VLISSGN",0.0651534373750783
"464",181,1975-01-01,"Vlissingen","VLISSGN",0.0145106854848564
"465",188,1976-01-01,"Vlissingen","VLISSGN",0.00685438029841001
"466",195,1977-01-01,"Vlissingen","VLISSGN",0.048941886148492
"467",202,1978-01-01,"Vlissingen","VLISSGN",0.0354393166681267
"468",209,1979-01-01,"Vlissingen","VLISSGN",0.0306236809712329
"469",216,1980-01-01,"Vlissingen","VLISSGN",0.025940741784153
"470",223,1981-01-01,"Vlissingen","VLISSGN",0.052428729969863
"471",230,1982-01-01,"Vlissingen","VLISSGN",0.0203574932082192
"472",237,1983-01-01,"Vlissingen","VLISSGN",0.0516351906219178
"473",244,1984-01-01,"Vlissingen","VLISSGN",0.0217844981463934
"474",251,1985-01-01,"Vlissingen","VLISSGN",0.0216022805230137
"475",258,1986-01-01,"Vlissingen","VLISSGN",0.0259892495438356
"476",265,1987-01-01,"Vlissingen","VLISSGN",0.00707216892602739
"477",272,1988-01-01,"Vlissingen","VLISSGN",0.0508949693177596
"478",279,1989-01-01,"Vlissingen","VLISSGN",0.0305096551041096
"479",286,1990-01-01,"Vlissingen","VLISSGN",0.062061023399726
"480",293,1991-01-01,"Vlissingen","VLISSGN",0.00686747689643835
"481",300,1992-01-01,"Vlissingen","VLISSGN",0.0270291157172131
"482",307,1993-01-01,"Vlissingen","VLISSGN",0.0225030363404384
"483",314,1994-01-01,"Vlissingen","VLISSGN",0.0473835749452055
"484",321,1995-01-01,"Vlissingen","VLISSGN",0.0359754586520548
"485",328,1996-01-01,"Vlissingen","VLISSGN",-0.0197097232889617
"486",335,1997-01-01,"Vlissingen","VLISSGN",-0.00120062315808219
"487",342,1998-01-01,"Vlissingen","VLISSGN",0.0572828174931507
"488",349,1999-01-01,"Vlissingen","VLISSGN",0.0529040072649315
"489",356,2000-01-01,"Vlissingen","VLISSGN",0.0428633290382514
"490",363,2001-01-01,"Vlissingen","VLISSGN",0.0421162119627397
"491",370,2002-01-01,"Vlissingen","VLISSGN",0.0161267039232877
"492",377,2003-01-01,"Vlissingen","VLISSGN",0.00252114627260273
"493",384,2004-01-01,"Vlissingen","VLISSGN",0.0371284811530055
"494",391,2005-01-01,"Vlissingen","VLISSGN",0.0275472231604383
"495",398,2006-01-01,"Vlissingen","VLISSGN",0.0269715396219178
"496",405,2007-01-01,"Vlissingen","VLISSGN",0.0524032325956164
"497",412,2008-01-01,"Vlissingen","VLISSGN",0.0408114008306011
"498",419,2009-01-01,"Vlissingen","VLISSGN",0.0253420194378082
"499",426,2010-01-01,"Vlissingen","VLISSGN",0.0235380646676712
"500",433,2011-01-01,"Vlissingen","VLISSGN",0.0302850280164383
"501",440,2012-01-01,"Vlissingen","VLISSGN",0.0271577429248634
"502",447,2013-01-01,"Vlissingen","VLISSGN",0.0117551422931507
"503",454,2014-01-01,"Vlissingen","VLISSGN",0.026838468089589
"504",461,2015-01-01,"Vlissingen","VLISSGN",0.0328939817863014
"505",468,2016-01-01,"Vlissingen","VLISSGN",0.0119763046010929
"506",475,2017-01-01,"Vlissingen","VLISSGN",0.0414609582054795
"507",482,2018-01-01,"Vlissingen","VLISSGN",-0.00078352326575342
"508",489,2019-01-01,"Vlissingen","VLISSGN",0.0344049897572603
"509",496,2020-01-01,"Vlissingen","VLISSGN",0.0294327870300546
"510",503,2021-01-01,"Vlissingen","VLISSGN",0.0171108825205479
"511",510,2022-01-01,"Vlissingen","VLISSGN",0.0175160431009653
"512",NA,2023-01-01,"Delfzijl","DELFZL",-0.0113230523072847
"513",NA,2023-01-01,"Den Helder","DENHDR",-0.0287232696627305
"514",NA,2023-01-01,"Harlingen","HARLGN",-0.00563276735172696
"515",NA,2023-01-01,"Hoek van Holland","HOEKVHLD",-0.033316364331324
"516",NA,2023-01-01,"IJmuiden","IJMDBTHVN",-0.0266853870364697
"517",NA,2023-01-01,"Vlissingen","VLISSGN",-0.0359687903691849
"518",NA,2023-01-01,"NL","NL",-0.0236082718431201
