year;psmsl_id;name;height;surge;source;method;surge_anomaly;station
1945;25;Harlingen;-9;NA;psmsl;NA;0;Harlingen
1946;25;Harlingen;-32;NA;psmsl;NA;0;Harlingen
1947;25;Harlingen;-103;NA;psmsl;NA;0;Harlingen
1948;25;Harlingen;-10;NA;psmsl;NA;0;Harlingen
1949;25;Harlingen;8;NA;psmsl;NA;0;Harlingen
1950;25;Harlingen;2;0.093;psmsl;NA;27.94736842105263;Harlingen
1951;25;Harlingen;-19;0.071;psmsl;NA;5.94736842105263;Harlingen
1952;25;Harlingen;3;0.074;psmsl;NA;8.94736842105263;Harlingen
1953;25;Harlingen;-42;0.037;psmsl;NA;-28.05263157894737;Harlingen
1954;25;Harlingen;-16;0.096;psmsl;NA;30.94736842105263;Harlingen
1955;25;Harlingen;-19;0.064;psmsl;NA;-1.05263157894737;Harlingen
1956;25;Harlingen;-61;0.045;psmsl;NA;-20.05263157894737;Harlingen
1957;25;Harlingen;-15;0.065;psmsl;NA;-0.05263157894736992;Harlingen
1958;25;Harlingen;-9;0.063;psmsl;NA;-2.05263157894737;Harlingen
1959;25;Harlingen;-59;0.012;psmsl;NA;-53.05263157894737;Harlingen
1960;25;Harlingen;-24;0.049;psmsl;NA;-16.05263157894737;Harlingen
1961;25;Harlingen;58;0.091;psmsl;NA;25.94736842105263;Harlingen
1962;25;Harlingen;4;0.076;psmsl;NA;10.94736842105263;Harlingen
1963;25;Harlingen;-73;0.029;psmsl;NA;-36.05263157894737;Harlingen
1964;25;Harlingen;-60;0.029;psmsl;NA;-36.05263157894737;Harlingen
1965;25;Harlingen;11;0.091;psmsl;NA;25.94736842105263;Harlingen
1966;25;Harlingen;27;0.079;psmsl;NA;13.94736842105263;Harlingen
1967;25;Harlingen;89;0.127;psmsl;NA;61.94736842105263;Harlingen
1968;25;Harlingen;-2;0.046;psmsl;NA;-19.05263157894737;Harlingen
1969;25;Harlingen;-3;0.028;psmsl;NA;-37.05263157894737;Harlingen
1970;25;Harlingen;63;0.079;psmsl;NA;13.94736842105263;Harlingen
1971;25;Harlingen;-15;0.037;psmsl;NA;-28.05263157894737;Harlingen
1972;25;Harlingen;-13;0.011;psmsl;NA;-54.05263157894737;Harlingen
1973;25;Harlingen;48;0.086;psmsl;NA;20.94736842105263;Harlingen
1974;25;Harlingen;43;0.104;psmsl;NA;38.94736842105263;Harlingen
1975;25;Harlingen;-8;0.041;psmsl;NA;-24.05263157894737;Harlingen
1976;25;Harlingen;-42;0.02;psmsl;NA;-45.05263157894737;Harlingen
1977;25;Harlingen;21;0.086;psmsl;NA;20.94736842105263;Harlingen
1978;25;Harlingen;-7;0.058;psmsl;NA;-7.05263157894737;Harlingen
1979;25;Harlingen;15;0.056;psmsl;NA;-9.05263157894737;Harlingen
1980;25;Harlingen;52;0.051;psmsl;NA;-14.05263157894737;Harlingen
1981;25;Harlingen;76;0.089;psmsl;NA;23.94736842105263;Harlingen
1982;25;Harlingen;51;0.07;psmsl;NA;4.94736842105263;Harlingen
1983;25;Harlingen;100;0.109;psmsl;NA;43.94736842105263;Harlingen
1984;25;Harlingen;16;0.05;psmsl;NA;-15.05263157894737;Harlingen
1985;25;Harlingen;16;0.057;psmsl;NA;-8.05263157894737;Harlingen
1986;25;Harlingen;18;0.065;psmsl;NA;-0.05263157894736992;Harlingen
1987;25;Harlingen;-11;0.027;psmsl;NA;-38.05263157894737;Harlingen
1988;25;Harlingen;87;0.101;psmsl;NA;35.94736842105263;Harlingen
1989;25;Harlingen;35;0.077;psmsl;NA;11.94736842105263;Harlingen
1990;25;Harlingen;95;0.141;psmsl;NA;75.94736842105263;Harlingen
1991;25;Harlingen;-42;0.045;psmsl;NA;-20.05263157894737;Harlingen
1992;25;Harlingen;9;0.073;psmsl;NA;7.94736842105263;Harlingen
1993;25;Harlingen;3;0.052;psmsl;NA;-13.05263157894737;Harlingen
1994;25;Harlingen;55;0.094;psmsl;NA;28.94736842105263;Harlingen
1995;25;Harlingen;53;0.07;psmsl;NA;4.94736842105263;Harlingen
1996;25;Harlingen;-95;-0.029;psmsl;NA;-94.05263157894737;Harlingen
1997;25;Harlingen;-9;0.031;psmsl;NA;-34.05263157894737;Harlingen
1998;25;Harlingen;89;0.113;psmsl;NA;47.94736842105263;Harlingen
1999;25;Harlingen;80;0.105;psmsl;NA;39.94736842105263;Harlingen
2000;25;Harlingen;77;0.097;psmsl;NA;31.94736842105263;Harlingen
2001;25;Harlingen;67;0.07;psmsl;NA;4.94736842105263;Harlingen
2002;25;Harlingen;53;0.046;psmsl;NA;-19.05263157894737;Harlingen
2003;25;Harlingen;39;0.028;psmsl;NA;-37.05263157894737;Harlingen
2004;25;Harlingen;88;0.085;psmsl;NA;19.94736842105263;Harlingen
2005;25;Harlingen;58;0.058;psmsl;NA;-7.05263157894737;Harlingen
2006;25;Harlingen;65;0.07;psmsl;NA;4.94736842105263;Harlingen
2007;25;Harlingen;122;0.096;psmsl;NA;30.94736842105263;Harlingen
2008;25;Harlingen;98;0.093;psmsl;NA;27.94736842105263;Harlingen
2009;25;Harlingen;52;0.055;psmsl;NA;-10.05263157894737;Harlingen
2010;25;Harlingen;30;0.023;psmsl;NA;-42.05263157894737;Harlingen
2011;25;Harlingen;96;0.085;psmsl;NA;19.94736842105263;Harlingen
2012;25;Harlingen;83;0.068;psmsl;NA;2.94736842105263;Harlingen
2013;25;Harlingen;40;0.03;psmsl;NA;-35.05263157894737;Harlingen
2014;25;Harlingen;93;0.064;psmsl;NA;-1.05263157894737;Harlingen
2015;25;Harlingen;140;0.103;psmsl;NA;37.94736842105263;Harlingen
2016;25;Harlingen;103;0.043;psmsl;NA;-22.05263157894737;Harlingen
2017;25;Harlingen;149;0.092;psmsl;NA;26.94736842105263;Harlingen
2018;25;Harlingen;47;0.014;psmsl;NA;-51.05263157894737;Harlingen
2019;25;Harlingen;140;0.076;psmsl;NA;10.94736842105263;Harlingen
2020;25;Harlingen;153;0.085;psmsl;NA;19.94736842105263;Harlingen
2021;25;Harlingen;117;0.046;psmsl;NA;-19.05263157894737;Harlingen
2022;25;Harlingen;142;0.062;psmsl;NA;-3.05263157894737;Harlingen
2023;25;Harlingen;204;0.095;psmsl;NA;29.94736842105263;Harlingen
2024;25;Harlingen;203;0.085;psmsl;NA;19.94736842105263;Harlingen
2025;25;Harlingen;151;0.041;psmsl;NA;-24.05263157894737;Harlingen
1872;32;IJmuiden;-139;NA;psmsl;NA;0;IJmuiden
1873;32;IJmuiden;-94;NA;psmsl;NA;0;IJmuiden
1874;32;IJmuiden;-104;NA;psmsl;NA;0;IJmuiden
1875;32;IJmuiden;-175;NA;psmsl;NA;0;IJmuiden
1876;32;IJmuiden;-132;NA;psmsl;NA;0;IJmuiden
1877;32;IJmuiden;-32;NA;psmsl;NA;0;IJmuiden
1878;32;IJmuiden;-39;NA;psmsl;NA;0;IJmuiden
1879;32;IJmuiden;-117;NA;psmsl;NA;0;IJmuiden
1880;32;IJmuiden;-97;NA;psmsl;NA;0;IJmuiden
1881;32;IJmuiden;-166;NA;psmsl;NA;0;IJmuiden
1882;32;IJmuiden;-61;NA;psmsl;NA;0;IJmuiden
1883;32;IJmuiden;-102;NA;psmsl;NA;0;IJmuiden
1884;32;IJmuiden;-153;NA;psmsl;NA;0;IJmuiden
1885;32;IJmuiden;-166;NA;psmsl;NA;0;IJmuiden
1886;32;IJmuiden;-161;NA;psmsl;NA;0;IJmuiden
1887;32;IJmuiden;-233;NA;psmsl;NA;0;IJmuiden
1888;32;IJmuiden;-259;NA;psmsl;NA;0;IJmuiden
1889;32;IJmuiden;-206;NA;psmsl;NA;0;IJmuiden
1890;32;IJmuiden;-236;NA;psmsl;NA;0;IJmuiden
1891;32;IJmuiden;-197;NA;psmsl;NA;0;IJmuiden
1892;32;IJmuiden;-164;NA;psmsl;NA;0;IJmuiden
1893;32;IJmuiden;-117;NA;psmsl;NA;0;IJmuiden
1894;32;IJmuiden;-122;NA;psmsl;NA;0;IJmuiden
1895;32;IJmuiden;-224;NA;psmsl;NA;0;IJmuiden
1896;32;IJmuiden;-230;NA;psmsl;NA;0;IJmuiden
1897;32;IJmuiden;-212;NA;psmsl;NA;0;IJmuiden
1898;32;IJmuiden;-178;NA;psmsl;NA;0;IJmuiden
1899;32;IJmuiden;-166;NA;psmsl;NA;0;IJmuiden
1900;32;IJmuiden;-193;NA;psmsl;NA;0;IJmuiden
1901;32;IJmuiden;-199;NA;psmsl;NA;0;IJmuiden
1902;32;IJmuiden;-275;NA;psmsl;NA;0;IJmuiden
1903;32;IJmuiden;-183;NA;psmsl;NA;0;IJmuiden
1904;32;IJmuiden;-220;NA;psmsl;NA;0;IJmuiden
1905;32;IJmuiden;-229;NA;psmsl;NA;0;IJmuiden
1906;32;IJmuiden;-188;NA;psmsl;NA;0;IJmuiden
1907;32;IJmuiden;-238;NA;psmsl;NA;0;IJmuiden
1908;32;IJmuiden;-237;NA;psmsl;NA;0;IJmuiden
1909;32;IJmuiden;-157;NA;psmsl;NA;0;IJmuiden
1910;32;IJmuiden;-143;NA;psmsl;NA;0;IJmuiden
1911;32;IJmuiden;-167;NA;psmsl;NA;0;IJmuiden
1912;32;IJmuiden;-106;NA;psmsl;NA;0;IJmuiden
1913;32;IJmuiden;-126;NA;psmsl;NA;0;IJmuiden
1914;32;IJmuiden;-102;NA;psmsl;NA;0;IJmuiden
1915;32;IJmuiden;-136;NA;psmsl;NA;0;IJmuiden
1916;32;IJmuiden;-87;NA;psmsl;NA;0;IJmuiden
1917;32;IJmuiden;-144;NA;psmsl;NA;0;IJmuiden
1918;32;IJmuiden;-160;NA;psmsl;NA;0;IJmuiden
1919;32;IJmuiden;-210;NA;psmsl;NA;0;IJmuiden
1920;32;IJmuiden;-212;NA;psmsl;NA;0;IJmuiden
1921;32;IJmuiden;-195;NA;psmsl;NA;0;IJmuiden
1922;32;IJmuiden;-195;NA;psmsl;NA;0;IJmuiden
1923;32;IJmuiden;-173;NA;psmsl;NA;0;IJmuiden
1924;32;IJmuiden;-189;NA;psmsl;NA;0;IJmuiden
1925;32;IJmuiden;-143;NA;psmsl;NA;0;IJmuiden
1926;32;IJmuiden;-152;NA;psmsl;NA;0;IJmuiden
1927;32;IJmuiden;-119;NA;psmsl;NA;0;IJmuiden
1928;32;IJmuiden;-99;NA;psmsl;NA;0;IJmuiden
1929;32;IJmuiden;-159;NA;psmsl;NA;0;IJmuiden
1930;32;IJmuiden;-116;NA;psmsl;NA;0;IJmuiden
1931;32;IJmuiden;-115;NA;psmsl;NA;0;IJmuiden
1932;32;IJmuiden;-126;NA;psmsl;NA;0;IJmuiden
1933;32;IJmuiden;-172;NA;psmsl;NA;0;IJmuiden
1934;32;IJmuiden;-154;NA;psmsl;NA;0;IJmuiden
1935;32;IJmuiden;-108;NA;psmsl;NA;0;IJmuiden
1936;32;IJmuiden;-75;NA;psmsl;NA;0;IJmuiden
1937;32;IJmuiden;-77;NA;psmsl;NA;0;IJmuiden
1938;32;IJmuiden;-109;NA;psmsl;NA;0;IJmuiden
1939;32;IJmuiden;-106;NA;psmsl;NA;0;IJmuiden
1940;32;IJmuiden;-111;NA;psmsl;NA;0;IJmuiden
1941;32;IJmuiden;-133;NA;psmsl;NA;0;IJmuiden
1942;32;IJmuiden;-123;NA;psmsl;NA;0;IJmuiden
1943;32;IJmuiden;-66;NA;psmsl;NA;0;IJmuiden
1944;32;IJmuiden;-46;NA;psmsl;NA;0;IJmuiden
1945;32;IJmuiden;-110;NA;psmsl;NA;0;IJmuiden
1946;32;IJmuiden;-121;NA;psmsl;NA;0;IJmuiden
1947;32;IJmuiden;-146;NA;psmsl;NA;0;IJmuiden
1948;32;IJmuiden;-55;NA;psmsl;NA;0;IJmuiden
1949;32;IJmuiden;-51;NA;psmsl;NA;0;IJmuiden
1950;32;IJmuiden;-41;0.067;psmsl;NA;21.460526315789473;IJmuiden
1951;32;IJmuiden;-53;0.05;psmsl;NA;4.460526315789473;IJmuiden
1952;32;IJmuiden;-33;0.057;psmsl;NA;11.460526315789473;IJmuiden
1953;32;IJmuiden;-85;0.016;psmsl;NA;-29.539473684210527;IJmuiden
1954;32;IJmuiden;-63;0.068;psmsl;NA;22.460526315789473;IJmuiden
1955;32;IJmuiden;-38;0.051;psmsl;NA;5.460526315789473;IJmuiden
1956;32;IJmuiden;-95;0.029;psmsl;NA;-16.539473684210527;IJmuiden
1957;32;IJmuiden;-65;0.045;psmsl;NA;-0.5394736842105274;IJmuiden
1958;32;IJmuiden;-64;0.052;psmsl;NA;6.460526315789473;IJmuiden
1959;32;IJmuiden;-91;0.002;psmsl;NA;-43.53947368421053;IJmuiden
1960;32;IJmuiden;-42;0.044;psmsl;NA;-1.5394736842105274;IJmuiden
1961;32;IJmuiden;3;0.068;psmsl;NA;22.460526315789473;IJmuiden
1962;32;IJmuiden;-47;0.051;psmsl;NA;5.460526315789473;IJmuiden
1963;32;IJmuiden;-86;0.018;psmsl;NA;-27.539473684210527;IJmuiden
1964;32;IJmuiden;-74;0.013;psmsl;NA;-32.53947368421053;IJmuiden
1965;32;IJmuiden;-35;0.074;psmsl;NA;28.460526315789473;IJmuiden
1966;32;IJmuiden;7;0.067;psmsl;NA;21.460526315789473;IJmuiden
1967;32;IJmuiden;16;0.091;psmsl;NA;45.46052631578947;IJmuiden
1968;32;IJmuiden;-52;0.037;psmsl;NA;-8.539473684210527;IJmuiden
1969;32;IJmuiden;-67;0.027;psmsl;NA;-18.539473684210527;IJmuiden
1970;32;IJmuiden;-43;0.063;psmsl;NA;17.460526315789473;IJmuiden
1971;32;IJmuiden;-84;0.023;psmsl;NA;-22.539473684210527;IJmuiden
1972;32;IJmuiden;-117;0.003;psmsl;NA;-42.53947368421053;IJmuiden
1973;32;IJmuiden;-51;0.062;psmsl;NA;16.460526315789473;IJmuiden
1974;32;IJmuiden;-42;0.084;psmsl;NA;38.46052631578947;IJmuiden
1975;32;IJmuiden;-86;0.024;psmsl;NA;-21.539473684210527;IJmuiden
1976;32;IJmuiden;-109;0.012;psmsl;NA;-33.53947368421053;IJmuiden
1977;32;IJmuiden;-58;0.067;psmsl;NA;21.460526315789473;IJmuiden
1978;32;IJmuiden;-28;0.046;psmsl;NA;0.46052631578947256;IJmuiden
1979;32;IJmuiden;-38;0.043;psmsl;NA;-2.5394736842105274;IJmuiden
1980;32;IJmuiden;5;0.036;psmsl;NA;-9.539473684210527;IJmuiden
1981;32;IJmuiden;2;0.068;psmsl;NA;22.460526315789473;IJmuiden
1982;32;IJmuiden;-13;0.042;psmsl;NA;-3.5394736842105274;IJmuiden
1983;32;IJmuiden;26;0.076;psmsl;NA;30.460526315789473;IJmuiden
1984;32;IJmuiden;-28;0.033;psmsl;NA;-12.539473684210527;IJmuiden
1985;32;IJmuiden;-30;0.036;psmsl;NA;-9.539473684210527;IJmuiden
1986;32;IJmuiden;-34;0.042;psmsl;NA;-3.5394736842105274;IJmuiden
1987;32;IJmuiden;-34;0.016;psmsl;NA;-29.539473684210527;IJmuiden
1988;32;IJmuiden;30;0.073;psmsl;NA;27.460526315789473;IJmuiden
1989;32;IJmuiden;5;0.051;psmsl;NA;5.460526315789473;IJmuiden
1990;32;IJmuiden;33;0.098;psmsl;NA;52.46052631578947;IJmuiden
1991;32;IJmuiden;-62;0.022;psmsl;NA;-23.539473684210527;IJmuiden
1992;32;IJmuiden;-15;0.048;psmsl;NA;2.4605263157894726;IJmuiden
1993;32;IJmuiden;-21;0.034;psmsl;NA;-11.539473684210527;IJmuiden
1994;32;IJmuiden;21;0.068;psmsl;NA;22.460526315789473;IJmuiden
1995;32;IJmuiden;22;0.051;psmsl;NA;5.460526315789473;IJmuiden
1996;32;IJmuiden;-79;-0.026;psmsl;NA;-71.53947368421052;IJmuiden
1997;32;IJmuiden;-25;0.012;psmsl;NA;-33.53947368421053;IJmuiden
1998;32;IJmuiden;57;0.084;psmsl;NA;38.46052631578947;IJmuiden
1999;32;IJmuiden;49;0.078;psmsl;NA;32.46052631578947;IJmuiden
2000;32;IJmuiden;46;0.069;psmsl;NA;23.460526315789473;IJmuiden
2001;32;IJmuiden;53;0.056;psmsl;NA;10.460526315789473;IJmuiden
2002;32;IJmuiden;42;0.03;psmsl;NA;-15.539473684210527;IJmuiden
2003;32;IJmuiden;33;0.011;psmsl;NA;-34.53947368421053;IJmuiden
2004;32;IJmuiden;52;0.059;psmsl;NA;13.460526315789473;IJmuiden
2005;32;IJmuiden;36;0.041;psmsl;NA;-4.539473684210527;IJmuiden
2006;32;IJmuiden;35;0.046;psmsl;NA;0.46052631578947256;IJmuiden
2007;32;IJmuiden;83;0.071;psmsl;NA;25.460526315789473;IJmuiden
2008;32;IJmuiden;55;0.064;psmsl;NA;18.460526315789473;IJmuiden
2009;32;IJmuiden;14;0.039;psmsl;NA;-6.539473684210527;IJmuiden
2010;32;IJmuiden;2;0.023;psmsl;NA;-22.539473684210527;IJmuiden
2011;32;IJmuiden;33;0.054;psmsl;NA;8.460526315789473;IJmuiden
2012;32;IJmuiden;27;0.045;psmsl;NA;-0.5394736842105274;IJmuiden
2013;32;IJmuiden;3;0.019;psmsl;NA;-26.539473684210527;IJmuiden
2014;32;IJmuiden;50;0.045;psmsl;NA;-0.5394736842105274;IJmuiden
2015;32;IJmuiden;64;0.063;psmsl;NA;17.460526315789473;IJmuiden
2016;32;IJmuiden;57;0.026;psmsl;NA;-19.539473684210527;IJmuiden
2017;32;IJmuiden;87;0.064;psmsl;NA;18.460526315789473;IJmuiden
2018;32;IJmuiden;19;0.004;psmsl;NA;-41.53947368421053;IJmuiden
2019;32;IJmuiden;60;0.053;psmsl;NA;7.460526315789473;IJmuiden
2020;32;IJmuiden;66;0.055;psmsl;NA;9.460526315789473;IJmuiden
2021;32;IJmuiden;46;0.029;psmsl;NA;-16.539473684210527;IJmuiden
2022;32;IJmuiden;69;0.038;psmsl;NA;-7.539473684210527;IJmuiden
2023;32;IJmuiden;126;0.073;psmsl;NA;27.460526315789473;IJmuiden
2024;32;IJmuiden;134;0.067;psmsl;NA;21.460526315789473;IJmuiden
2025;32;IJmuiden;87;0.021;psmsl;NA;-24.539473684210527;IJmuiden
1862;NA;Netherlands;-142;NA;psmsl;calculated;0;Netherlands
1863;NA;Netherlands;-161;NA;psmsl;calculated;0;Netherlands
1864;NA;Netherlands;-263.5;NA;psmsl;calculated;0;Netherlands
1865;NA;Netherlands;-237;NA;psmsl;calculated;0;Netherlands
1866;NA;Netherlands;-138;NA;psmsl;calculated;0;Netherlands
1867;NA;Netherlands;-151.8;NA;psmsl;calculated;0;Netherlands
1868;NA;Netherlands;-156.6;NA;psmsl;calculated;0;Netherlands
1869;NA;Netherlands;-148.2;NA;psmsl;calculated;0;Netherlands
1870;NA;Netherlands;-222.2;NA;psmsl;calculated;0;Netherlands
1871;NA;Netherlands;-201.4;NA;psmsl;calculated;0;Netherlands
1872;NA;Netherlands;-150.5;NA;psmsl;calculated;0;Netherlands
1873;NA;Netherlands;-136.5;NA;psmsl;calculated;0;Netherlands
1874;NA;Netherlands;-148.16666666666666;NA;psmsl;calculated;0;Netherlands
1875;NA;Netherlands;-204.83333333333334;NA;psmsl;calculated;0;Netherlands
1876;NA;Netherlands;-159;NA;psmsl;calculated;0;Netherlands
1877;NA;Netherlands;-72;NA;psmsl;calculated;0;Netherlands
1878;NA;Netherlands;-97.83333333333333;NA;psmsl;calculated;0;Netherlands
1879;NA;Netherlands;-159.83333333333334;NA;psmsl;calculated;0;Netherlands
1880;NA;Netherlands;-115.83333333333333;NA;psmsl;calculated;0;Netherlands
1881;NA;Netherlands;-171.83333333333334;NA;psmsl;calculated;0;Netherlands
1882;NA;Netherlands;-134.16666666666666;NA;psmsl;calculated;0;Netherlands
1883;NA;Netherlands;-156.66666666666666;NA;psmsl;calculated;0;Netherlands
1884;NA;Netherlands;-158.5;NA;psmsl;calculated;0;Netherlands
1885;NA;Netherlands;-168.83333333333334;NA;psmsl;calculated;0;Netherlands
1886;NA;Netherlands;-173.66666666666666;NA;psmsl;calculated;0;Netherlands
1887;NA;Netherlands;-206.16666666666666;NA;psmsl;calculated;0;Netherlands
1888;NA;Netherlands;-228.16666666666666;NA;psmsl;calculated;0;Netherlands
1889;NA;Netherlands;-186.83333333333334;NA;psmsl;calculated;0;Netherlands
1890;NA;Netherlands;-194.66666666666666;NA;psmsl;calculated;0;Netherlands
1891;NA;Netherlands;-179;NA;psmsl;calculated;0;Netherlands
1892;NA;Netherlands;-166.5;NA;psmsl;calculated;0;Netherlands
1893;NA;Netherlands;-142.16666666666666;NA;psmsl;calculated;0;Netherlands
1894;NA;Netherlands;-141.83333333333334;NA;psmsl;calculated;0;Netherlands
1895;NA;Netherlands;-173;NA;psmsl;calculated;0;Netherlands
1896;NA;Netherlands;-185;NA;psmsl;calculated;0;Netherlands
1897;NA;Netherlands;-179.33333333333334;NA;psmsl;calculated;0;Netherlands
1898;NA;Netherlands;-138.33333333333334;NA;psmsl;calculated;0;Netherlands
1899;NA;Netherlands;-141;NA;psmsl;calculated;0;Netherlands
1900;NA;Netherlands;-176.5;NA;psmsl;calculated;0;Netherlands
1901;NA;Netherlands;-196.83333333333334;NA;psmsl;calculated;0;Netherlands
1902;NA;Netherlands;-225.16666666666666;NA;psmsl;calculated;0;Netherlands
1903;NA;Netherlands;-113.83333333333333;NA;psmsl;calculated;0;Netherlands
1904;NA;Netherlands;-151.83333333333334;NA;psmsl;calculated;0;Netherlands
1905;NA;Netherlands;-176.66666666666666;NA;psmsl;calculated;0;Netherlands
1906;NA;Netherlands;-139.83333333333334;NA;psmsl;calculated;0;Netherlands
1907;NA;Netherlands;-162.66666666666666;NA;psmsl;calculated;0;Netherlands
1908;NA;Netherlands;-169.83333333333334;NA;psmsl;calculated;0;Netherlands
1909;NA;Netherlands;-119.5;NA;psmsl;calculated;0;Netherlands
1910;NA;Netherlands;-110.33333333333333;NA;psmsl;calculated;0;Netherlands
1911;NA;Netherlands;-132.33333333333334;NA;psmsl;calculated;0;Netherlands
1912;NA;Netherlands;-70.16666666666667;NA;psmsl;calculated;0;Netherlands
1913;NA;Netherlands;-98.83333333333333;NA;psmsl;calculated;0;Netherlands
1914;NA;Netherlands;-86.5;NA;psmsl;calculated;0;Netherlands
1915;NA;Netherlands;-124.33333333333333;NA;psmsl;calculated;0;Netherlands
1916;NA;Netherlands;-73.33333333333333;NA;psmsl;calculated;0;Netherlands
1917;NA;Netherlands;-127.83333333333333;NA;psmsl;calculated;0;Netherlands
1918;NA;Netherlands;-131.5;NA;psmsl;calculated;0;Netherlands
1919;NA;Netherlands;-153.66666666666666;NA;psmsl;calculated;0;Netherlands
1920;NA;Netherlands;-149.16666666666666;NA;psmsl;calculated;0;Netherlands
1921;NA;Netherlands;-119.33333333333333;NA;psmsl;calculated;0;Netherlands
1922;NA;Netherlands;-126.33333333333333;NA;psmsl;calculated;0;Netherlands
1923;NA;Netherlands;-104;NA;psmsl;calculated;0;Netherlands
1924;NA;Netherlands;-130;NA;psmsl;calculated;0;Netherlands
1925;NA;Netherlands;-75.16666666666667;NA;psmsl;calculated;0;Netherlands
1926;NA;Netherlands;-93;NA;psmsl;calculated;0;Netherlands
1927;NA;Netherlands;-92.16666666666667;NA;psmsl;calculated;0;Netherlands
1928;NA;Netherlands;-79.33333333333333;NA;psmsl;calculated;0;Netherlands
1929;NA;Netherlands;-131.83333333333334;NA;psmsl;calculated;0;Netherlands
1930;NA;Netherlands;-83.33333333333333;NA;psmsl;calculated;0;Netherlands
1931;NA;Netherlands;-74.83333333333333;NA;psmsl;calculated;0;Netherlands
1932;NA;Netherlands;-90;NA;psmsl;calculated;0;Netherlands
1933;NA;Netherlands;-135.66666666666666;NA;psmsl;calculated;0;Netherlands
1934;NA;Netherlands;-121;NA;psmsl;calculated;0;Netherlands
1935;NA;Netherlands;-73.66666666666667;NA;psmsl;calculated;0;Netherlands
1936;NA;Netherlands;-59.333333333333336;NA;psmsl;calculated;0;Netherlands
1937;NA;Netherlands;-74.83333333333333;NA;psmsl;calculated;0;Netherlands
1938;NA;Netherlands;-61.166666666666664;NA;psmsl;calculated;0;Netherlands
1939;NA;Netherlands;-96.83333333333333;NA;psmsl;calculated;0;Netherlands
1940;NA;Netherlands;-89.5;NA;psmsl;calculated;0;Netherlands
1941;NA;Netherlands;-125;NA;psmsl;calculated;0;Netherlands
1942;NA;Netherlands;-109.5;NA;psmsl;calculated;0;Netherlands
1943;NA;Netherlands;-59.333333333333336;NA;psmsl;calculated;0;Netherlands
1944;NA;Netherlands;-49.333333333333336;NA;psmsl;calculated;0;Netherlands
1945;NA;Netherlands;-57.666666666666664;NA;psmsl;calculated;0;Netherlands
1946;NA;Netherlands;-68.5;NA;psmsl;calculated;0;Netherlands
1947;NA;Netherlands;-129.16666666666666;NA;psmsl;calculated;0;Netherlands
1948;NA;Netherlands;-56;NA;psmsl;calculated;0;Netherlands
1949;NA;Netherlands;-42.166666666666664;NA;psmsl;calculated;0;Netherlands
1950;NA;Netherlands;-43.166666666666664;0.068;psmsl;calculated;20.607456140350877;Netherlands
1951;NA;Netherlands;-58.5;0.050333333333333334;psmsl;calculated;2.9407894736842124;Netherlands
1952;NA;Netherlands;-34.166666666666664;0.058833333333333335;psmsl;calculated;11.440789473684212;Netherlands
1953;NA;Netherlands;-73.16666666666667;0.0195;psmsl;calculated;-27.892543859649123;Netherlands
1954;NA;Netherlands;-45.5;0.06933333333333333;psmsl;calculated;21.940789473684205;Netherlands
1955;NA;Netherlands;-36.333333333333336;0.05433333333333333;psmsl;calculated;6.940789473684205;Netherlands
1956;NA;Netherlands;-93.83333333333333;0.03233333333333333;psmsl;calculated;-15.059210526315795;Netherlands
1957;NA;Netherlands;-60.833333333333336;0.0475;psmsl;calculated;0.1074561403508767;Netherlands
1958;NA;Netherlands;-50.666666666666664;0.051333333333333335;psmsl;calculated;3.9407894736842124;Netherlands
1959;NA;Netherlands;-93.16666666666667;0.0038333333333333336;psmsl;calculated;-43.55921052631579;Netherlands
1960;NA;Netherlands;-54.833333333333336;0.0405;psmsl;calculated;-6.892543859649123;Netherlands
1961;NA;Netherlands;12.833333333333334;0.06916666666666667;psmsl;calculated;21.774122807017548;Netherlands
1962;NA;Netherlands;-39.666666666666664;0.05516666666666667;psmsl;calculated;7.774122807017548;Netherlands
1963;NA;Netherlands;-97;0.018666666666666665;psmsl;calculated;-28.72587719298246;Netherlands
1964;NA;Netherlands;-76.5;0.0165;psmsl;calculated;-30.892543859649123;Netherlands
1965;NA;Netherlands;-21.833333333333332;0.07333333333333333;psmsl;calculated;25.940789473684205;Netherlands
1966;NA;Netherlands;7.666666666666667;0.06466666666666666;psmsl;calculated;17.274122807017534;Netherlands
1967;NA;Netherlands;35.166666666666664;0.0935;psmsl;calculated;46.10745614035088;Netherlands
1968;NA;Netherlands;-29.333333333333332;0.03716666666666667;psmsl;calculated;-10.225877192982459;Netherlands
1969;NA;Netherlands;-43;0.025500000000000002;psmsl;calculated;-21.89254385964912;Netherlands
1970;NA;Netherlands;-9.833333333333334;0.063;psmsl;calculated;15.607456140350877;Netherlands
1971;NA;Netherlands;-60.166666666666664;0.026333333333333334;psmsl;calculated;-21.05921052631579;Netherlands
1972;NA;Netherlands;-88.33333333333333;0.0031666666666666666;psmsl;calculated;-44.22587719298246;Netherlands
1973;NA;Netherlands;-20.5;0.06616666666666667;psmsl;calculated;18.774122807017548;Netherlands
1974;NA;Netherlands;-16.666666666666668;0.083;psmsl;calculated;35.60745614035088;Netherlands
1975;NA;Netherlands;-52;0.027666666666666666;psmsl;calculated;-19.72587719298246;Netherlands
1976;NA;Netherlands;-75.5;0.014166666666666666;psmsl;calculated;-33.22587719298246;Netherlands
