year;psmsl_id;name;height;surge;source;method;surge_anomaly;station
1886;23;Den Helder;-183;NA;psmsl;NA;0;Den Helder
1887;23;Den Helder;-226;NA;psmsl;NA;0;Den Helder
1888;23;Den Helder;-221;NA;psmsl;NA;0;Den Helder
1889;23;Den Helder;-181;NA;psmsl;NA;0;Den Helder
1890;23;Den Helder;-191;NA;psmsl;NA;0;Den Helder
1891;23;Den Helder;-157;NA;psmsl;NA;0;Den Helder
1892;23;Den Helder;-156;NA;psmsl;NA;0;Den Helder
1893;23;Den Helder;-136;NA;psmsl;NA;0;Den Helder
1894;23;Den Helder;-138;NA;psmsl;NA;0;Den Helder
1895;23;Den Helder;-162;NA;psmsl;NA;0;Den Helder
1896;23;Den Helder;-183;NA;psmsl;NA;0;Den Helder
1897;23;Den Helder;-173;NA;psmsl;NA;0;Den Helder
1898;23;Den Helder;-131;NA;psmsl;NA;0;Den Helder
1899;23;Den Helder;-132;NA;psmsl;NA;0;Den Helder
1900;23;Den Helder;-175;NA;psmsl;NA;0;Den Helder
1901;23;Den Helder;-223;NA;psmsl;NA;0;Den Helder
1902;23;Den Helder;-260;NA;psmsl;NA;0;Den Helder
1903;23;Den Helder;-165;NA;psmsl;NA;0;Den Helder
1904;23;Den Helder;-133;NA;psmsl;NA;0;Den Helder
1905;23;Den Helder;-171;NA;psmsl;NA;0;Den Helder
1906;23;Den Helder;-129;NA;psmsl;NA;0;Den Helder
1907;23;Den Helder;-157;NA;psmsl;NA;0;Den Helder
1908;23;Den Helder;-176;NA;psmsl;NA;0;Den Helder
1909;23;Den Helder;-129;NA;psmsl;NA;0;Den Helder
1910;23;Den Helder;-112;NA;psmsl;NA;0;Den Helder
1911;23;Den Helder;-142;NA;psmsl;NA;0;Den Helder
1912;23;Den Helder;-90;NA;psmsl;NA;0;Den Helder
1913;23;Den Helder;-132;NA;psmsl;NA;0;Den Helder
1914;23;Den Helder;-96;NA;psmsl;NA;0;Den Helder
1915;23;Den Helder;-127;NA;psmsl;NA;0;Den Helder
1916;23;Den Helder;-98;NA;psmsl;NA;0;Den Helder
1917;23;Den Helder;-152;NA;psmsl;NA;0;Den Helder
1918;23;Den Helder;-135;NA;psmsl;NA;0;Den Helder
1919;23;Den Helder;-137;NA;psmsl;NA;0;Den Helder
1920;23;Den Helder;-147;NA;psmsl;NA;0;Den Helder
1921;23;Den Helder;-135;NA;psmsl;NA;0;Den Helder
1922;23;Den Helder;-148;NA;psmsl;NA;0;Den Helder
1923;23;Den Helder;-125;NA;psmsl;NA;0;Den Helder
1924;23;Den Helder;-144;NA;psmsl;NA;0;Den Helder
1925;23;Den Helder;-102;NA;psmsl;NA;0;Den Helder
1926;23;Den Helder;-133;NA;psmsl;NA;0;Den Helder
1927;23;Den Helder;-133;NA;psmsl;NA;0;Den Helder
1928;23;Den Helder;-118;NA;psmsl;NA;0;Den Helder
1929;23;Den Helder;-152;NA;psmsl;NA;0;Den Helder
1930;23;Den Helder;-101;NA;psmsl;NA;0;Den Helder
1931;23;Den Helder;-96;NA;psmsl;NA;0;Den Helder
1932;23;Den Helder;-109;NA;psmsl;NA;0;Den Helder
1933;23;Den Helder;-166;NA;psmsl;NA;0;Den Helder
1934;23;Den Helder;-160;NA;psmsl;NA;0;Den Helder
1935;23;Den Helder;-105;NA;psmsl;NA;0;Den Helder
1936;23;Den Helder;-93;NA;psmsl;NA;0;Den Helder
1937;23;Den Helder;-108;NA;psmsl;NA;0;Den Helder
1938;23;Den Helder;-23;NA;psmsl;NA;0;Den Helder
1939;23;Den Helder;-137;NA;psmsl;NA;0;Den Helder
1940;23;Den Helder;-118;NA;psmsl;NA;0;Den Helder
1941;23;Den Helder;-157;NA;psmsl;NA;0;Den Helder
1942;23;Den Helder;-143;NA;psmsl;NA;0;Den Helder
1943;23;Den Helder;-92;NA;psmsl;NA;0;Den Helder
1944;23;Den Helder;-88;NA;psmsl;NA;0;Den Helder
1945;23;Den Helder;-82;NA;psmsl;NA;0;Den Helder
1946;23;Den Helder;-97;NA;psmsl;NA;0;Den Helder
1947;23;Den Helder;-183;NA;psmsl;NA;0;Den Helder
1948;23;Den Helder;-100;NA;psmsl;NA;0;Den Helder
1949;23;Den Helder;-63;NA;psmsl;NA;0;Den Helder
1950;23;Den Helder;-70;0.072;psmsl;NA;24.10526315789474;Den Helder
1951;23;Den Helder;-94;0.054;psmsl;NA;6.10526315789474;Den Helder
1952;23;Den Helder;-78;0.058;psmsl;NA;10.10526315789474;Den Helder
1953;23;Den Helder;-107;0.02;psmsl;NA;-27.89473684210526;Den Helder
1954;23;Den Helder;-65;0.072;psmsl;NA;24.10526315789474;Den Helder
1955;23;Den Helder;-58;0.052;psmsl;NA;4.10526315789474;Den Helder
1956;23;Den Helder;-136;0.03;psmsl;NA;-17.89473684210526;Den Helder
1957;23;Den Helder;-115;0.048;psmsl;NA;0.10526315789473983;Den Helder
1958;23;Den Helder;-78;0.051;psmsl;NA;3.10526315789474;Den Helder
1959;23;Den Helder;-117;0.003;psmsl;NA;-44.89473684210526;Den Helder
1960;23;Den Helder;-85;0.042;psmsl;NA;-5.89473684210526;Den Helder
1961;23;Den Helder;-33;0.071;psmsl;NA;23.10526315789474;Den Helder
1962;23;Den Helder;-86;0.055;psmsl;NA;7.10526315789474;Den Helder
1963;23;Den Helder;-131;0.018;psmsl;NA;-29.89473684210526;Den Helder
1964;23;Den Helder;-89;0.015;psmsl;NA;-32.89473684210526;Den Helder
1965;23;Den Helder;-29;0.074;psmsl;NA;26.10526315789474;Den Helder
1966;23;Den Helder;-3;0.066;psmsl;NA;18.10526315789474;Den Helder
1967;23;Den Helder;19;0.098;psmsl;NA;50.10526315789474;Den Helder
1968;23;Den Helder;-60;0.036;psmsl;NA;-11.89473684210526;Den Helder
1969;23;Den Helder;-90;0.023;psmsl;NA;-24.89473684210526;Den Helder
1970;23;Den Helder;-65;0.062;psmsl;NA;14.10526315789474;Den Helder
1971;23;Den Helder;-120;0.025;psmsl;NA;-22.89473684210526;Den Helder
1972;23;Den Helder;-132;0.002;psmsl;NA;-45.89473684210526;Den Helder
1973;23;Den Helder;-80;0.065;psmsl;NA;17.10526315789474;Den Helder
1974;23;Den Helder;-82;0.085;psmsl;NA;37.10526315789474;Den Helder
1975;23;Den Helder;-108;0.027;psmsl;NA;-20.89473684210526;Den Helder
1976;23;Den Helder;-121;0.011;psmsl;NA;-36.89473684210526;Den Helder
1977;23;Den Helder;-42;0.068;psmsl;NA;20.10526315789474;Den Helder
1978;23;Den Helder;-63;0.046;psmsl;NA;-1.8947368421052602;Den Helder
1979;23;Den Helder;-57;0.044;psmsl;NA;-3.89473684210526;Den Helder
1980;23;Den Helder;-43;0.036;psmsl;NA;-11.89473684210526;Den Helder
1981;23;Den Helder;-5;0.07;psmsl;NA;22.10526315789474;Den Helder
1982;23;Den Helder;-29;0.047;psmsl;NA;-0.8947368421052602;Den Helder
1983;23;Den Helder;13;0.082;psmsl;NA;34.10526315789474;Den Helder
1984;23;Den Helder;-40;0.033;psmsl;NA;-14.89473684210526;Den Helder
1985;23;Den Helder;-38;0.039;psmsl;NA;-8.89473684210526;Den Helder
1986;23;Den Helder;-38;0.045;psmsl;NA;-2.89473684210526;Den Helder
1987;23;Den Helder;-57;0.016;psmsl;NA;-31.89473684210526;Den Helder
1988;23;Den Helder;30;0.077;psmsl;NA;29.10526315789474;Den Helder
1989;23;Den Helder;-18;0.056;psmsl;NA;8.10526315789474;Den Helder
1990;23;Den Helder;28;0.107;psmsl;NA;59.10526315789474;Den Helder
1991;23;Den Helder;-77;0.025;psmsl;NA;-22.89473684210526;Den Helder
1992;23;Den Helder;-29;0.052;psmsl;NA;4.10526315789474;Den Helder
1993;23;Den Helder;-41;0.035;psmsl;NA;-12.89473684210526;Den Helder
1994;23;Den Helder;5;0.071;psmsl;NA;23.10526315789474;Den Helder
1995;23;Den Helder;0;0.053;psmsl;NA;5.10526315789474;Den Helder
1996;23;Den Helder;-110;-0.03;psmsl;NA;-77.89473684210526;Den Helder
1997;23;Den Helder;-62;0.016;psmsl;NA;-31.89473684210526;Den Helder
1998;23;Den Helder;18;0.088;psmsl;NA;40.10526315789474;Den Helder
1999;23;Den Helder;13;0.082;psmsl;NA;34.10526315789474;Den Helder
2000;23;Den Helder;11;0.074;psmsl;NA;26.10526315789474;Den Helder
2001;23;Den Helder;10;0.056;psmsl;NA;8.10526315789474;Den Helder
2002;23;Den Helder;-2;0.031;psmsl;NA;-16.89473684210526;Den Helder
2003;23;Den Helder;-12;0.014;psmsl;NA;-33.89473684210526;Den Helder
2004;23;Den Helder;20;0.063;psmsl;NA;15.10526315789474;Den Helder
2005;23;Den Helder;-7;0.042;psmsl;NA;-5.89473684210526;Den Helder
2006;23;Den Helder;-5;0.051;psmsl;NA;3.10526315789474;Den Helder
2007;23;Den Helder;42;0.074;psmsl;NA;26.10526315789474;Den Helder
2008;23;Den Helder;17;0.07;psmsl;NA;22.10526315789474;Den Helder
2009;23;Den Helder;-17;0.04;psmsl;NA;-7.89473684210526;Den Helder
2010;23;Den Helder;-30;0.02;psmsl;NA;-27.89473684210526;Den Helder
2011;23;Den Helder;17;0.06;psmsl;NA;12.10526315789474;Den Helder
2012;23;Den Helder;2;0.048;psmsl;NA;0.10526315789473983;Den Helder
2013;23;Den Helder;-27;0.02;psmsl;NA;-27.89473684210526;Den Helder
2014;23;Den Helder;6;0.048;psmsl;NA;0.10526315789473983;Den Helder
2015;23;Den Helder;36;0.071;psmsl;NA;23.10526315789474;Den Helder
2016;23;Den Helder;17;0.028;psmsl;NA;-19.89473684210526;Den Helder
2017;23;Den Helder;56;0.069;psmsl;NA;21.10526315789474;Den Helder
2018;23;Den Helder;-11;0.006;psmsl;NA;-41.89473684210526;Den Helder
2019;23;Den Helder;71;0.057;psmsl;NA;9.10526315789474;Den Helder
2020;23;Den Helder;70;0.061;psmsl;NA;13.10526315789474;Den Helder
2021;23;Den Helder;42;0.031;psmsl;NA;-16.89473684210526;Den Helder
2022;23;Den Helder;67;0.043;psmsl;NA;-4.89473684210526;Den Helder
2023;23;Den Helder;123;0.075;psmsl;NA;27.10526315789474;Den Helder
2024;23;Den Helder;134;0.069;psmsl;NA;21.10526315789474;Den Helder
2025;23;Den Helder;85;0.026;psmsl;NA;-21.89473684210526;Den Helder
1865;24;Delfzijl;-170;NA;psmsl;NA;0;Delfzijl
1866;24;Delfzijl;-77;NA;psmsl;NA;0;Delfzijl
1867;24;Delfzijl;-54;NA;psmsl;NA;0;Delfzijl
1868;24;Delfzijl;-88;NA;psmsl;NA;0;Delfzijl
1869;24;Delfzijl;-71;NA;psmsl;NA;0;Delfzijl
1870;24;Delfzijl;-165;NA;psmsl;NA;0;Delfzijl
1871;24;Delfzijl;-153;NA;psmsl;NA;0;Delfzijl
1872;24;Delfzijl;-117;NA;psmsl;NA;0;Delfzijl
1873;24;Delfzijl;-86;NA;psmsl;NA;0;Delfzijl
1874;24;Delfzijl;-74;NA;psmsl;NA;0;Delfzijl
1875;24;Delfzijl;-161;NA;psmsl;NA;0;Delfzijl
1876;24;Delfzijl;-130;NA;psmsl;NA;0;Delfzijl
1877;24;Delfzijl;17;NA;psmsl;NA;0;Delfzijl
1878;24;Delfzijl;-57;NA;psmsl;NA;0;Delfzijl
1879;24;Delfzijl;-142;NA;psmsl;NA;0;Delfzijl
1880;24;Delfzijl;-85;NA;psmsl;NA;0;Delfzijl
1881;24;Delfzijl;-151;NA;psmsl;NA;0;Delfzijl
1882;24;Delfzijl;-122;NA;psmsl;NA;0;Delfzijl
1883;24;Delfzijl;-170;NA;psmsl;NA;0;Delfzijl
1884;24;Delfzijl;-153;NA;psmsl;NA;0;Delfzijl
1885;24;Delfzijl;-147;NA;psmsl;NA;0;Delfzijl
1886;24;Delfzijl;-166;NA;psmsl;NA;0;Delfzijl
1887;24;Delfzijl;-133;NA;psmsl;NA;0;Delfzijl
1888;24;Delfzijl;-165;NA;psmsl;NA;0;Delfzijl
1889;24;Delfzijl;-129;NA;psmsl;NA;0;Delfzijl
1890;24;Delfzijl;-151;NA;psmsl;NA;0;Delfzijl
1891;24;Delfzijl;-127;NA;psmsl;NA;0;Delfzijl
1892;24;Delfzijl;-127;NA;psmsl;NA;0;Delfzijl
1893;24;Delfzijl;-83;NA;psmsl;NA;0;Delfzijl
1894;24;Delfzijl;-116;NA;psmsl;NA;0;Delfzijl
1895;24;Delfzijl;-128;NA;psmsl;NA;0;Delfzijl
1896;24;Delfzijl;-122;NA;psmsl;NA;0;Delfzijl
1897;24;Delfzijl;-122;NA;psmsl;NA;0;Delfzijl
1898;24;Delfzijl;-65;NA;psmsl;NA;0;Delfzijl
1899;24;Delfzijl;-91;NA;psmsl;NA;0;Delfzijl
1900;24;Delfzijl;-112;NA;psmsl;NA;0;Delfzijl
1901;24;Delfzijl;-130;NA;psmsl;NA;0;Delfzijl
1902;24;Delfzijl;-161;NA;psmsl;NA;0;Delfzijl
1903;24;Delfzijl;-36;NA;psmsl;NA;0;Delfzijl
1904;24;Delfzijl;-134;NA;psmsl;NA;0;Delfzijl
1905;24;Delfzijl;-196;NA;psmsl;NA;0;Delfzijl
1906;24;Delfzijl;-115;NA;psmsl;NA;0;Delfzijl
1907;24;Delfzijl;-130;NA;psmsl;NA;0;Delfzijl
1908;24;Delfzijl;-123;NA;psmsl;NA;0;Delfzijl
1909;24;Delfzijl;-76;NA;psmsl;NA;0;Delfzijl
1910;24;Delfzijl;-66;NA;psmsl;NA;0;Delfzijl
1911;24;Delfzijl;-54;NA;psmsl;NA;0;Delfzijl
1912;24;Delfzijl;14;NA;psmsl;NA;0;Delfzijl
1913;24;Delfzijl;-45;NA;psmsl;NA;0;Delfzijl
1914;24;Delfzijl;-40;NA;psmsl;NA;0;Delfzijl
1915;24;Delfzijl;-80;NA;psmsl;NA;0;Delfzijl
1916;24;Delfzijl;-9;NA;psmsl;NA;0;Delfzijl
1917;24;Delfzijl;-73;NA;psmsl;NA;0;Delfzijl
1918;24;Delfzijl;-87;NA;psmsl;NA;0;Delfzijl
1919;24;Delfzijl;-112;NA;psmsl;NA;0;Delfzijl
1920;24;Delfzijl;-85;NA;psmsl;NA;0;Delfzijl
1921;24;Delfzijl;-17;NA;psmsl;NA;0;Delfzijl
1922;24;Delfzijl;-76;NA;psmsl;NA;0;Delfzijl
1923;24;Delfzijl;-52;NA;psmsl;NA;0;Delfzijl
1924;24;Delfzijl;-87;NA;psmsl;NA;0;Delfzijl
1925;24;Delfzijl;-5;NA;psmsl;NA;0;Delfzijl
1926;24;Delfzijl;-17;NA;psmsl;NA;0;Delfzijl
1927;24;Delfzijl;-43;NA;psmsl;NA;0;Delfzijl
1928;24;Delfzijl;-30;NA;psmsl;NA;0;Delfzijl
1929;24;Delfzijl;-69;NA;psmsl;NA;0;Delfzijl
1930;24;Delfzijl;-47;NA;psmsl;NA;0;Delfzijl
1931;24;Delfzijl;-17;NA;psmsl;NA;0;Delfzijl
1932;24;Delfzijl;-34;NA;psmsl;NA;0;Delfzijl
1933;24;Delfzijl;-79;NA;psmsl;NA;0;Delfzijl
1934;24;Delfzijl;-57;NA;psmsl;NA;0;Delfzijl
1935;24;Delfzijl;-14;NA;psmsl;NA;0;Delfzijl
1936;24;Delfzijl;-15;NA;psmsl;NA;0;Delfzijl
1937;24;Delfzijl;-52;NA;psmsl;NA;0;Delfzijl
1938;24;Delfzijl;-5;NA;psmsl;NA;0;Delfzijl
1939;24;Delfzijl;-68;NA;psmsl;NA;0;Delfzijl
1940;24;Delfzijl;-47;NA;psmsl;NA;0;Delfzijl
1941;24;Delfzijl;-99;NA;psmsl;NA;0;Delfzijl
1942;24;Delfzijl;-78;NA;psmsl;NA;0;Delfzijl
1943;24;Delfzijl;-10;NA;psmsl;NA;0;Delfzijl
1944;24;Delfzijl;21;NA;psmsl;NA;0;Delfzijl
1945;24;Delfzijl;22;NA;psmsl;NA;0;Delfzijl
1946;24;Delfzijl;-5;NA;psmsl;NA;0;Delfzijl
1947;24;Delfzijl;-106;NA;psmsl;NA;0;Delfzijl
1948;24;Delfzijl;-10;NA;psmsl;NA;0;Delfzijl
1949;24;Delfzijl;13;NA;psmsl;NA;0;Delfzijl
1950;24;Delfzijl;-21;0.076;psmsl;NA;16.986842105263158;Delfzijl
1951;24;Delfzijl;-47;0.055;psmsl;NA;-4.0131578947368425;Delfzijl
1952;24;Delfzijl;2;0.069;psmsl;NA;9.986842105263158;Delfzijl
1953;24;Delfzijl;-27;0.035;psmsl;NA;-24.013157894736842;Delfzijl
1954;24;Delfzijl;-19;0.08;psmsl;NA;20.986842105263158;Delfzijl
1955;24;Delfzijl;4;0.069;psmsl;NA;9.986842105263158;Delfzijl
1956;24;Delfzijl;-40;0.047;psmsl;NA;-12.013157894736842;Delfzijl
1957;24;Delfzijl;-20;0.06;psmsl;NA;0.9868421052631575;Delfzijl
1958;24;Delfzijl;-30;0.054;psmsl;NA;-5.0131578947368425;Delfzijl
1959;24;Delfzijl;-63;0.012;psmsl;NA;-47.01315789473684;Delfzijl
1960;24;Delfzijl;-15;0.033;psmsl;NA;-26.013157894736842;Delfzijl
1961;24;Delfzijl;86;0.08;psmsl;NA;20.986842105263158;Delfzijl
1962;24;Delfzijl;16;0.074;psmsl;NA;14.986842105263158;Delfzijl
1963;24;Delfzijl;-29;0.025;psmsl;NA;-34.01315789473684;Delfzijl
1964;24;Delfzijl;-14;0.031;psmsl;NA;-28.013157894736842;Delfzijl
1965;24;Delfzijl;0;0.08;psmsl;NA;20.986842105263158;Delfzijl
1966;24;Delfzijl;30;0.063;psmsl;NA;3.9868421052631575;Delfzijl
1967;24;Delfzijl;103;0.113;psmsl;NA;53.98684210526316;Delfzijl
1968;24;Delfzijl;37;0.041;psmsl;NA;-18.013157894736842;Delfzijl
1969;24;Delfzijl;12;0.024;psmsl;NA;-35.01315789473684;Delfzijl
1970;24;Delfzijl;62;0.07;psmsl;NA;10.986842105263158;Delfzijl
1971;24;Delfzijl;26;0.041;psmsl;NA;-18.013157894736842;Delfzijl
1972;24;Delfzijl;-57;0.006;psmsl;NA;-53.01315789473684;Delfzijl
1973;24;Delfzijl;35;0.09;psmsl;NA;30.986842105263158;Delfzijl
1974;24;Delfzijl;35;0.087;psmsl;NA;27.986842105263158;Delfzijl
1975;24;Delfzijl;7;0.041;psmsl;NA;-18.013157894736842;Delfzijl
1976;24;Delfzijl;-22;0.026;psmsl;NA;-33.01315789473684;Delfzijl
1977;24;Delfzijl;15;0.073;psmsl;NA;13.986842105263158;Delfzijl
1978;24;Delfzijl;15;0.053;psmsl;NA;-6.0131578947368425;Delfzijl
1979;24;Delfzijl;1;0.042;psmsl;NA;-17.013157894736842;Delfzijl
1980;24;Delfzijl;45;0.047;psmsl;NA;-12.013157894736842;Delfzijl
1981;24;Delfzijl;107;0.087;psmsl;NA;27.986842105263158;Delfzijl
1982;24;Delfzijl;79;0.059;psmsl;NA;-0.01315789473684248;Delfzijl
1983;24;Delfzijl;128;0.104;psmsl;NA;44.98684210526316;Delfzijl
1984;24;Delfzijl;31;0.043;psmsl;NA;-16.013157894736842;Delfzijl
1985;24;Delfzijl;47;0.054;psmsl;NA;-5.0131578947368425;Delfzijl
1986;24;Delfzijl;19;0.058;psmsl;NA;-1.0131578947368425;Delfzijl
1987;24;Delfzijl;23;0.025;psmsl;NA;-34.01315789473684;Delfzijl
1988;24;Delfzijl;111;0.089;psmsl;NA;29.986842105263158;Delfzijl
1989;24;Delfzijl;75;0.075;psmsl;NA;15.986842105263158;Delfzijl
1990;24;Delfzijl;124;0.129;psmsl;NA;69.98684210526315;Delfzijl
1991;24;Delfzijl;9;0.048;psmsl;NA;-11.013157894736842;Delfzijl
1992;24;Delfzijl;57;0.066;psmsl;NA;6.9868421052631575;Delfzijl
1993;24;Delfzijl;54;0.051;psmsl;NA;-8.013157894736842;Delfzijl
1994;24;Delfzijl;93;0.082;psmsl;NA;22.986842105263158;Delfzijl
1995;24;Delfzijl;106;0.07;psmsl;NA;10.986842105263158;Delfzijl
1996;24;Delfzijl;-37;-0.022;psmsl;NA;-81.01315789473685;Delfzijl
1997;24;Delfzijl;39;0.033;psmsl;NA;-26.013157894736842;Delfzijl
1998;24;Delfzijl;131;0.096;psmsl;NA;36.98684210526316;Delfzijl
1999;24;Delfzijl;123;0.092;psmsl;NA;32.98684210526316;Delfzijl
2000;24;Delfzijl;117;0.08;psmsl;NA;20.986842105263158;Delfzijl
2001;24;Delfzijl;126;0.063;psmsl;NA;3.9868421052631575;Delfzijl
2002;24;Delfzijl;106;0.038;psmsl;NA;-21.013157894736842;Delfzijl
2003;24;Delfzijl;86;0.032;psmsl;NA;-27.013157894736842;Delfzijl
2004;24;Delfzijl;116;0.076;psmsl;NA;16.986842105263158;Delfzijl
2005;24;Delfzijl;81;0.056;psmsl;NA;-3.0131578947368425;Delfzijl
2006;24;Delfzijl;80;0.063;psmsl;NA;3.9868421052631575;Delfzijl
2007;24;Delfzijl;155;0.095;psmsl;NA;35.98684210526316;Delfzijl
2008;24;Delfzijl;117;0.083;psmsl;NA;23.986842105263158;Delfzijl
2009;24;Delfzijl;81;0.047;psmsl;NA;-12.013157894736842;Delfzijl
2010;24;Delfzijl;67;0.025;psmsl;NA;-34.01315789473684;Delfzijl
2011;24;Delfzijl;122;0.076;psmsl;NA;16.986842105263158;Delfzijl
2012;24;Delfzijl;106;0.061;psmsl;NA;1.9868421052631575;Delfzijl
2013;24;Delfzijl;82;0.03;psmsl;NA;-29.013157894736842;Delfzijl
2014;24;Delfzijl;126;0.052;psmsl;NA;-7.0131578947368425;Delfzijl
2015;24;Delfzijl;179;0.095;psmsl;NA;35.98684210526316;Delfzijl
2016;24;Delfzijl;144;0.036;psmsl;NA;-23.013157894736842;Delfzijl
2017;24;Delfzijl;202;0.088;psmsl;NA;28.986842105263158;Delfzijl
2018;24;Delfzijl;105;0.016;psmsl;NA;-43.01315789473684;Delfzijl
2019;24;Delfzijl;195;0.067;psmsl;NA;7.9868421052631575;Delfzijl
2020;24;Delfzijl;205;0.072;psmsl;NA;12.986842105263158;Delfzijl
2021;24;Delfzijl;182;0.042;psmsl;NA;-17.013157894736842;Delfzijl
2022;24;Delfzijl;165;0.061;psmsl;NA;1.9868421052631575;Delfzijl
2023;24;Delfzijl;223;0.083;psmsl;NA;23.986842105263158;Delfzijl
2024;24;Delfzijl;218;0.073;psmsl;NA;13.986842105263158;Delfzijl
2025;24;Delfzijl;183;0.039;psmsl;NA;-20.013157894736842;Delfzijl
1865;25;Harlingen;-248;NA;psmsl;NA;0;Harlingen
1866;25;Harlingen;-104;NA;psmsl;NA;0;Harlingen
1867;25;Harlingen;-133;NA;psmsl;NA;0;Harlingen
1868;25;Harlingen;-123;NA;psmsl;NA;0;Harlingen
1869;25;Harlingen;-141;NA;psmsl;NA;0;Harlingen
1870;25;Harlingen;-243;NA;psmsl;NA;0;Harlingen
1871;25;Harlingen;-167;NA;psmsl;NA;0;Harlingen
1872;25;Harlingen;-112;NA;psmsl;NA;0;Harlingen
1873;25;Harlingen;-98;NA;psmsl;NA;0;Harlingen
1874;25;Harlingen;-107;NA;psmsl;NA;0;Harlingen
1875;25;Harlingen;-185;NA;psmsl;NA;0;Harlingen
1876;25;Harlingen;-133;NA;psmsl;NA;0;Harlingen
1877;25;Harlingen;-53;NA;psmsl;NA;0;Harlingen
1878;25;Harlingen;-58;NA;psmsl;NA;0;Harlingen
1879;25;Harlingen;-139;NA;psmsl;NA;0;Harlingen
1880;25;Harlingen;-58;NA;psmsl;NA;0;Harlingen
1881;25;Harlingen;-129;NA;psmsl;NA;0;Harlingen
1882;25;Harlingen;-84;NA;psmsl;NA;0;Harlingen
1883;25;Harlingen;-109;NA;psmsl;NA;0;Harlingen
1884;25;Harlingen;-87;NA;psmsl;NA;0;Harlingen
1885;25;Harlingen;-124;NA;psmsl;NA;0;Harlingen
1886;25;Harlingen;-134;NA;psmsl;NA;0;Harlingen
1887;25;Harlingen;-142;NA;psmsl;NA;0;Harlingen
1888;25;Harlingen;-151;NA;psmsl;NA;0;Harlingen
1889;25;Harlingen;-114;NA;psmsl;NA;0;Harlingen
1890;25;Harlingen;-120;NA;psmsl;NA;0;Harlingen
1891;25;Harlingen;-100;NA;psmsl;NA;0;Harlingen
1892;25;Harlingen;-91;NA;psmsl;NA;0;Harlingen
1893;25;Harlingen;-74;NA;psmsl;NA;0;Harlingen
1894;25;Harlingen;-70;NA;psmsl;NA;0;Harlingen
1895;25;Harlingen;-104;NA;psmsl;NA;0;Harlingen
1896;25;Harlingen;-101;NA;psmsl;NA;0;Harlingen
1897;25;Harlingen;-82;NA;psmsl;NA;0;Harlingen
1898;25;Harlingen;-42;NA;psmsl;NA;0;Harlingen
1899;25;Harlingen;-79;NA;psmsl;NA;0;Harlingen
1900;25;Harlingen;-114;NA;psmsl;NA;0;Harlingen
1901;25;Harlingen;-126;NA;psmsl;NA;0;Harlingen
1902;25;Harlingen;-136;NA;psmsl;NA;0;Harlingen
1903;25;Harlingen;-15;NA;psmsl;NA;0;Harlingen
1904;25;Harlingen;-84;NA;psmsl;NA;0;Harlingen
1905;25;Harlingen;-78;NA;psmsl;NA;0;Harlingen
1906;25;Harlingen;-50;NA;psmsl;NA;0;Harlingen
1907;25;Harlingen;-78;NA;psmsl;NA;0;Harlingen
1908;25;Harlingen;-105;NA;psmsl;NA;0;Harlingen
1909;25;Harlingen;-59;NA;psmsl;NA;0;Harlingen
1910;25;Harlingen;-47;NA;psmsl;NA;0;Harlingen
1911;25;Harlingen;-77;NA;psmsl;NA;0;Harlingen
1912;25;Harlingen;-1;NA;psmsl;NA;0;Harlingen
1913;25;Harlingen;-25;NA;psmsl;NA;0;Harlingen
1914;25;Harlingen;-10;NA;psmsl;NA;0;Harlingen
1915;25;Harlingen;-74;NA;psmsl;NA;0;Harlingen
1916;25;Harlingen;-4;NA;psmsl;NA;0;Harlingen
1917;25;Harlingen;-53;NA;psmsl;NA;0;Harlingen
1918;25;Harlingen;-34;NA;psmsl;NA;0;Harlingen
1919;25;Harlingen;-60;NA;psmsl;NA;0;Harlingen
1920;25;Harlingen;-53;NA;psmsl;NA;0;Harlingen
1921;25;Harlingen;-35;NA;psmsl;NA;0;Harlingen
1922;25;Harlingen;-52;NA;psmsl;NA;0;Harlingen
1923;25;Harlingen;-8;NA;psmsl;NA;0;Harlingen
1924;25;Harlingen;-39;NA;psmsl;NA;0;Harlingen
1925;25;Harlingen;18;NA;psmsl;NA;0;Harlingen
1926;25;Harlingen;6;NA;psmsl;NA;0;Harlingen
1927;25;Harlingen;-10;NA;psmsl;NA;0;Harlingen
1928;25;Harlingen;8;NA;psmsl;NA;0;Harlingen
1929;25;Harlingen;-68;NA;psmsl;NA;0;Harlingen
1930;25;Harlingen;-36;NA;psmsl;NA;0;Harlingen
1931;25;Harlingen;-15;NA;psmsl;NA;0;Harlingen
1932;25;Harlingen;-29;NA;psmsl;NA;0;Harlingen
1933;25;Harlingen;-85;NA;psmsl;NA;0;Harlingen
1934;25;Harlingen;-55;NA;psmsl;NA;0;Harlingen
1935;25;Harlingen;-3;NA;psmsl;NA;0;Harlingen
1936;25;Harlingen;-13;NA;psmsl;NA;0;Harlingen
1937;25;Harlingen;-46;NA;psmsl;NA;0;Harlingen
1938;25;Harlingen;-13;NA;psmsl;NA;0;Harlingen
1939;25;Harlingen;-63;NA;psmsl;NA;0;Harlingen
1940;25;Harlingen;-57;NA;psmsl;NA;0;Harlingen
1941;25;Harlingen;-95;NA;psmsl;NA;0;Harlingen
1942;25;Harlingen;-59;NA;psmsl;NA;0;Harlingen
1943;25;Harlingen;-13;NA;psmsl;NA;0;Harlingen
1944;25;Harlingen;-11;NA;psmsl;NA;0;Harlingen
