# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
  STN,YYYYMMDD,   HH,   DD,   FH
  235,20230719,    3,  250,   20
  235,20230719,    4,  270,   30
  235,20230719,    5,  260,   30
  235,20230719,    6,  240,   30
  235,20230719,    7,  270,   30
  235,20230719,    8,  280,   40
  235,20230719,    9,  280,   40
  235,20230719,   10,  330,   30
  235,20230719,   11,  320,   30
  235,20230719,   12,  280,   30
  235,20230719,   13,  280,   40
  235,20230719,   14,  300,   40
  235,20230719,   15,  300,   40
  235,20230719,   16,  330,   30
  235,20230719,   17,  320,   30
  235,20230719,   18,  320,   30
  235,20230719,   19,  330,   30
  235,20230719,   20,  310,   20
  235,20230719,   21,  320,   20
  235,20230719,   22,  340,   20
  235,20230719,   23,  350,   20
  235,20230719,   24,  340,   20
  235,20230720,    1,  350,   20
  235,20230720,    2,  360,   20
  235,20230720,    3,  320,   10
  235,20230720,    4,  280,   10
  235,20230720,    5,  310,   10
  235,20230720,    6,  290,   20
  235,20230720,    7,  330,   20
  235,20230720,    8,  320,   20
  235,20230720,    9,  320,   30
  235,20230720,   10,  300,   30
  235,20230720,   11,  300,   30
  235,20230720,   12,  300,   30
  235,20230720,   13,  270,   40
  235,20230720,   14,  280,   40
  235,20230720,   15,  300,   40
  235,20230720,   16,  270,   30
  235,20230720,   17,  280,   40
  235,20230720,   18,  290,   30
  235,20230720,   19,  320,   20
  235,20230720,   20,  300,   20
  235,20230720,   21,  290,   10
  235,20230720,   22,  230,   10
  235,20230720,   23,  260,   10
  235,20230720,   24,  300,   10
  235,20230721,    1,  220,   10
  235,20230721,    2,  180,   10
  235,20230721,    3,  170,   10
  235,20230721,    4,  190,   20
  235,20230721,    5,  210,   20
  235,20230721,    6,  200,   20
  235,20230721,    7,  240,   20
  235,20230721,    8,  240,   40
  235,20230721,    9,  250,   40
  235,20230721,   10,  270,   50
  235,20230721,   11,  250,   60
  235,20230721,   12,  270,   50
  235,20230721,   13,  280,   70
  235,20230721,   14,  290,   70
  235,20230721,   15,  280,   70
  235,20230721,   16,  270,   70
  235,20230721,   17,  280,   60
  235,20230721,   18,  270,   70
  235,20230721,   19,  270,   70
  235,20230721,   20,  280,   60
  235,20230721,   21,  280,   60
  235,20230721,   22,  280,   50
  235,20230721,   23,  290,   40
  235,20230721,   24,  280,   30
  235,20230722,    1,  270,   20
  235,20230722,    2,  260,   20
  235,20230722,    3,  990,   10
  235,20230722,    4,  180,   10
  235,20230722,    5,  240,   20
  235,20230722,    6,  250,   40
  235,20230722,    7,  240,   40
  235,20230722,    8,  240,   30
  235,20230722,    9,  300,   20
  235,20230722,   10,  250,   30
  235,20230722,   11,  240,   60
  235,20230722,   12,  230,   60
  235,20230722,   13,  240,   80
  235,20230722,   14,  240,   80
  235,20230722,   15,  230,   80
  235,20230722,   16,  220,   60
  235,20230722,   17,  230,   70
  235,20230722,   18,  220,   70
  235,20230722,   19,  230,   90
  235,20230722,   20,  210,   80
  235,20230722,   21,  210,  100
  235,20230722,   22,  220,   90
  235,20230722,   23,  220,   90
  235,20230722,   24,  220,  110
  235,20230723,    1,  200,   90
  235,20230723,    2,  210,   70
  235,20230723,    3,  200,   80
  235,20230723,    4,  180,   70
  235,20230723,    5,  190,   70
  235,20230723,    6,  220,   80
  235,20230723,    7,  210,  110
  235,20230723,    8,  210,  110
  235,20230723,    9,  210,  100
  235,20230723,   10,  220,  100
  235,20230723,   11,  220,  100
  235,20230723,   12,  230,  110
  235,20230723,   13,  220,  100
  235,20230723,   14,  220,  100
  235,20230723,   15,  220,  110
  235,20230723,   16,  220,  100
  235,20230723,   17,  220,   90
  235,20230723,   18,  220,   90
  235,20230723,   19,  220,   80
  235,20230723,   20,  220,   70
  235,20230723,   21,  220,   70
  235,20230723,   22,  220,   70
  235,20230723,   23,  220,   70
  235,20230723,   24,  220,   80
  235,20230724,    1,  220,   70
  235,20230724,    2,  230,   60
  235,20230724,    3,  230,   60
  235,20230724,    4,  230,   50
  235,20230724,    5,  230,   40
  235,20230724,    6,  250,   40
  235,20230724,    7,  260,   50
  235,20230724,    8,  250,   50
  235,20230724,    9,  260,   60
  235,20230724,   10,  270,   70
  235,20230724,   11,  260,   60
  235,20230724,   12,  340,   50
  235,20230724,   13,  340,   50
  235,20230724,   14,  330,   50
  235,20230724,   15,  340,   50
  235,20230724,   16,  350,   50
  235,20230724,   17,  330,   40
  235,20230724,   18,  320,   50
  235,20230724,   19,  340,   50
  235,20230724,   20,  330,   40
  235,20230724,   21,  320,   40
  235,20230724,   22,  320,   40
  235,20230724,   23,  310,   30
  235,20230724,   24,  330,   30
  235,20230725,    1,  340,   20
  235,20230725,    2,  340,   20
  235,20230725,    3,  320,   40
  235,20230725,    4,  310,   40
  235,20230725,    5,  320,   50
  235,20230725,    6,  320,   50
  235,20230725,    7,  320,   50
  235,20230725,    8,  310,   50
  235,20230725,    9,  320,   60
  235,20230725,   10,  320,   50
  235,20230725,   11,  300,   60
  235,20230725,   12,  310,   60
  235,20230725,   13,  290,   60
  235,20230725,   14,  310,   70
  235,20230725,   15,  300,   60
  235,20230725,   16,  290,   60
  235,20230725,   17,  290,   60
  235,20230725,   18,  280,   50
  235,20230725,   19,  250,   50
  235,20230725,   20,  260,   50
  235,20230725,   21,  280,   40
  235,20230725,   22,  280,   40
  235,20230725,   23,  280,   50
  235,20230725,   24,  270,   40
  235,20230726,    1,  280,   50
  235,20230726,    2,  280,   50
  235,20230726,    3,  280,   50
  235,20230726,    4,  280,   40
  235,20230726,    5,  260,   50
  235,20230726,    6,  280,   40
  235,20230726,    7,  280,   40
  235,20230726,    8,  270,   50
  235,20230726,    9,  270,   60
  235,20230726,   10,  280,   70
  235,20230726,   11,  270,   80
  235,20230726,   12,  270,   70
  235,20230726,   13,  260,   80
  235,20230726,   14,  260,   80
  235,20230726,   15,  260,   80
  235,20230726,   16,  250,   70
  235,20230726,   17,  230,   70
  235,20230726,   18,  220,   60
  235,20230726,   19,  220,   50
  235,20230726,   20,  200,   40
  235,20230726,   21,  170,   30
  235,20230726,   22,  170,   30
  235,20230726,   23,  170,   30
  235,20230726,   24,  180,   30
  235,20230727,    1,  180,   20
  235,20230727,    2,  190,   30
  235,20230727,    3,  160,   30
  235,20230727,    4,  160,   40
  235,20230727,    5,  160,   40
  235,20230727,    6,  150,   50
  235,20230727,    7,  150,   50
  235,20230727,    8,  170,   40
  235,20230727,    9,  260,   50
  235,20230727,   10,  240,   40
  235,20230727,   11,  240,   50
  235,20230727,   12,  250,   60
  235,20230727,   13,  240,   70
  235,20230727,   14,  250,   70
  235,20230727,   15,  240,   70
  235,20230727,   16,  240,   70
  235,20230727,   17,  240,   70
  235,20230727,   18,  240,   70
  235,20230727,   19,  260,   70
  235,20230727,   20,  240,   60
  235,20230727,   21,  250,   60
  235,20230727,   22,  240,   60
  235,20230727,   23,  250,   60
  235,20230727,   24,  260,   40
  235,20230728,    1,  270,   60
  235,20230728,    2,  270,   50
  235,20230728,    3,  270,   50
  235,20230728,    4,  280,   40
  235,20230728,    5,  270,   30
  235,20230728,    6,  260,   30
  235,20230728,    7,  270,   30
  235,20230728,    8,  260,   40
  235,20230728,    9,  260,   40
  235,20230728,   10,  260,   40
  235,20230728,   11,  250,   40
  235,20230728,   12,  240,   40
  235,20230728,   13,  230,   40
  235,20230728,   14,  230,   60
  235,20230728,   15,  230,   60
  235,20230728,   16,  230,   60
  235,20230728,   17,  230,   50
  235,20230728,   18,  220,   50
  235,20230728,   19,  210,   50
  235,20230728,   20,  210,   50
  235,20230728,   21,  220,   50
  235,20230728,   22,  210,   40
  235,20230728,   23,  210,   40
  235,20230728,   24,  210,   40
  235,20230729,    1,  210,   40
  235,20230729,    2,  220,   50
  235,20230729,    3,  220,   50
  235,20230729,    4,  220,   50
  235,20230729,    5,  230,   60
  235,20230729,    6,  230,   60
  235,20230729,    7,  240,   70
  235,20230729,    8,  230,   70
  235,20230729,    9,  240,   70
  235,20230729,   10,  250,   80
  235,20230729,   11,  250,   80
  235,20230729,   12,  240,   80
  235,20230729,   13,  230,   80
  235,20230729,   14,  230,   80
  235,20230729,   15,  230,   80
  235,20230729,   16,  230,   80
  235,20230729,   17,  220,   70
  235,20230729,   18,  230,   70
  235,20230729,   19,  230,   70
  235,20230729,   20,  220,   50
  235,20230729,   21,  230,   50
  235,20230729,   22,  220,   50
  235,20230729,   23,  220,   50
  235,20230729,   24,  210,   50
  235,20230730,    1,  250,   60
  235,20230730,    2,  260,   70
  235,20230730,    3,  250,   70
  235,20230730,    4,  240,   70
  235,20230730,    5,  240,   70
  235,20230730,    6,  250,   90
  235,20230730,    7,  250,   90
  235,20230730,    8,  260,   80
  235,20230730,    9,  250,  100
  235,20230730,   10,  250,  100
  235,20230730,   11,  250,  110
  235,20230730,   12,  250,  100
  235,20230730,   13,  240,  100
  235,20230730,   14,  240,  110
  235,20230730,   15,  230,  120
  235,20230730,   16,  230,  100
  235,20230730,   17,  230,  100
  235,20230730,   18,  230,  100
  235,20230730,   19,  230,   90
  235,20230730,   20,  240,   80
  235,20230730,   21,  240,   80
  235,20230730,   22,  240,   80
  235,20230730,   23,  260,   70
  235,20230730,   24,  260,   70
  235,20230731,    1,  260,   70
  235,20230731,    2,  260,   80
  235,20230731,    3,  260,   90
  235,20230731,    4,  240,   90
  235,20230731,    5,  240,   90
  235,20230731,    6,  230,   70
  235,20230731,    7,  250,   80
  235,20230731,    8,  250,   90
  235,20230731,    9,  250,   90
  235,20230731,   10,  250,   90
  235,20230731,   11,  250,   90
  235,20230731,   12,  230,   90
  235,20230731,   13,  230,   90
  235,20230731,   14,  240,   90
  235,20230731,   15,  230,   80
  235,20230731,   16,  230,   80
  235,20230731,   17,  240,   70
  235,20230731,   18,  230,   60
  235,20230731,   19,  240,   80
  235,20230731,   20,  250,   90
  235,20230731,   21,  240,   80
  235,20230731,   22,  280,   70
  235,20230731,   23,  260,   50
  235,20230731,   24,  250,   50
  235,20230801,    1,  280,   70
  235,20230801,    2,  270,   60
  235,20230801,    3,  250,   50
  235,20230801,    4,  260,   70
  235,20230801,    5,  270,   80
  235,20230801,    6,  270,   80
  235,20230801,    7,  260,  100
  235,20230801,    8,  280,  100
  235,20230801,    9,  280,   90
  235,20230801,   10,  260,   90
  235,20230801,   11,  270,  100
  235,20230801,   12,  270,  100
  235,20230801,   13,  270,   90
  235,20230801,   14,  280,   90
  235,20230801,   15,  260,   90
  235,20230801,   16,  270,  100
  235,20230801,   17,  270,  100
  235,20230801,   18,  270,   90
  235,20230801,   19,  270,   80
  235,20230801,   20,  270,   70
  235,20230801,   21,  270,   50
  235,20230801,   22,  250,   40
  235,20230801,   23,  220,   30
  235,20230801,   24,  150,   20
  235,20230802,    1,  160,   20
  235,20230802,    2,  160,   30
  235,20230802,    3,  160,   30
  235,20230802,    4,  170,   40
  235,20230802,    5,  160,   40
  235,20230802,    6,  150,   50
  235,20230802,    7,  140,   50
  235,20230802,    8,  130,   50
  235,20230802,    9,  130,   60
  235,20230802,   10,  140,   60
  235,20230802,   11,  200,   70
  235,20230802,   12,  220,  100
  235,20230802,   13,  220,  100
  235,20230802,   14,  220,  100
  235,20230802,   15,  220,  110
  235,20230802,   16,  220,  110
  235,20230802,   17,  230,  110
  235,20230802,   18,  220,  100
  235,20230802,   19,  220,   80
  235,20230802,   20,  190,   70
  235,20230802,   21,  170,   60
  235,20230802,   22,  180,   50
  235,20230802,   23,  180,   50
  235,20230802,   24,  250,   40
  235,20230803,    1,  280,   20
  235,20230803,    2,  270,   40
  235,20230803,    3,  260,   40
  235,20230803,    4,  260,   30
  235,20230803,    5,  270,   20
  235,20230803,    6,  300,   20
  235,20230803,    7,  320,   40
  235,20230803,    8,  320,   60
  235,20230803,    9,  320,   70
  235,20230803,   10,  320,   90
  235,20230803,   11,  330,   80
  235,20230803,   12,  340,   70
  235,20230803,   13,  320,   70
  235,20230803,   14,  320,   70
  235,20230803,   15,  310,   70
  235,20230803,   16,  310,   70
  235,20230803,   17,  310,   50
  235,20230803,   18,  310,   50
  235,20230803,   19,  310,   50
  235,20230803,   20,  310,   50
  235,20230803,   21,  310,   40
  235,20230803,   22,  310,   40
  235,20230803,   23,  310,   40
  235,20230803,   24,  310,   40
  235,20230804,    1,  320,   40
  235,20230804,    2,  300,   30
  235,20230804,    3,  330,   40
  235,20230804,    4,  320,   30
  235,20230804,    5,  340,   30
  235,20230804,    6,  310,   30
  235,20230804,    7,  320,   40
  235,20230804,    8,  320,   40
  235,20230804,    9,  310,   60
  235,20230804,   10,  310,   50
  235,20230804,   11,  320,   50
  235,20230804,   12,  320,   50
  235,20230804,   13,  310,   50
  235,20230804,   14,  310,   50
  235,20230804,   15,  330,   50
  235,20230804,   16,  310,   60
  235,20230804,   17,  340,   40
  235,20230804,   18,  350,   30
  235,20230804,   19,  350,   30
  235,20230804,   20,  350,   20
  235,20230804,   21,   10,   20
  235,20230804,   22,    0,   10
  235,20230804,   23,  270,    0
  235,20230804,   24,  180,   10
  235,20230805,    1,  180,   20
  235,20230805,    2,  180,   20
  235,20230805,    3,  160,   20
  235,20230805,    4,  170,   20
  235,20230805,    5,  170,   20
  235,20230805,    6,  170,   30
  235,20230805,    7,  170,   40
  235,20230805,    8,  170,   50
  235,20230805,    9,  170,   60
  235,20230805,   10,  170,   60
  235,20230805,   11,  220,   60
  235,20230805,   12,  210,   60
  235,20230805,   13,  210,   50
  235,20230805,   14,  200,   60
  235,20230805,   15,  180,   40
  235,20230805,   16,  160,   50
  235,20230805,   17,  170,   50
  235,20230805,   18,  150,   40
  235,20230805,   19,  130,   30
  235,20230805,   20,  130,   30
  235,20230805,   21,  140,   30
  235,20230805,   22,  120,   20
  235,20230805,   23,   40,   10
  235,20230805,   24,   30,   20
  235,20230806,    1,   30,   40
  235,20230806,    2,   40,   40
  235,20230806,    3,   30,   20
  235,20230806,    4,  340,   20
  235,20230806,    5,  340,   20
  235,20230806,    6,   10,   20
  235,20230806,    7,  350,   20
  235,20230806,    8,  340,   30
  235,20230806,    9,  320,   30
  235,20230806,   10,  330,   40
  235,20230806,   11,  330,   40
  235,20230806,   12,  330,   40
  235,20230806,   13,  320,   60
  235,20230806,   14,  320,   70
  235,20230806,   15,  300,   80
  235,20230806,   16,  300,   90
  235,20230806,   17,  300,   90
  235,20230806,   18,  310,   90
  235,20230806,   19,  320,   90
  235,20230806,   20,  320,   90
  235,20230806,   21,  310,   90
  235,20230806,   22,  320,  100
  235,20230806,   23,  320,   90
  235,20230806,   24,  310,   90
  235,20230807,    1,  310,   90
  235,20230807,    2,  310,   90
  235,20230807,    3,  310,   90
  235,20230807,    4,  320,   80
  235,20230807,    5,  320,   80
  235,20230807,    6,  310,   80
  235,20230807,    7,  310,   80
  235,20230807,    8,  310,   80
  235,20230807,    9,  310,   80
  235,20230807,   10,  310,   80
  235,20230807,   11,  290,   80
  235,20230807,   12,  280,   90
  235,20230807,   13,  290,  100
  235,20230807,   14,  290,   90
  235,20230807,   15,  280,   80
  235,20230807,   16,  280,   80
  235,20230807,   17,  270,   70
  235,20230807,   18,  250,   70
  235,20230807,   19,  260,   60
  235,20230807,   20,  260,   70
  235,20230807,   21,  250,   70
  235,20230807,   22,  260,   70
  235,20230807,   23,  270,   70
  235,20230807,   24,  280,   70
  235,20230808,    1,  290,   70
  235,20230808,    2,  280,   70
  235,20230808,    3,  280,   70
  235,20230808,    4,  280,   70
  235,20230808,    5,  280,   70
  235,20230808,    6,  280,   80
  235,20230808,    7,  270,   80
  235,20230808,    8,  270,   90
  235,20230808,    9,  270,  100
  235,20230808,   10,  270,  100
  235,20230808,   11,  270,  110
  235,20230808,   12,  270,  110
  235,20230808,   13,  270,  100
  235,20230808,   14,  280,  100
  235,20230808,   15,  280,   90
  235,20230808,   16,  280,   80
  235,20230808,   17,  280,   70
  235,20230808,   18,  280,   50
  235,20230808,   19,  280,   40
  235,20230808,   20,  280,   30
  235,20230808,   21,  270,   30
  235,20230808,   22,  310,   30
  235,20230808,   23,  280,   30
  235,20230808,   24,  280,   30
  235,20230809,    1,  300,   20
  235,20230809,    2,  290,   20
  235,20230809,    3,  290,   20
  235,20230809,    4,  280,   30
  235,20230809,    5,  260,   20
  235,20230809,    6,  270,   30
  235,20230809,    7,  250,   40
  235,20230809,    8,  250,   50
  235,20230809,    9,  250,   60
  235,20230809,   10,  280,   60
  235,20230809,   11,  280,   60
  235,20230809,   12,  280,   60
  235,20230809,   13,  290,   70
  235,20230809,   14,  290,   70
  235,20230809,   15,  290,   60
  235,20230809,   16,  290,   60
  235,20230809,   17,  300,   50
  235,20230809,   18,  290,   40
  235,20230809,   19,  290,   30
  235,20230809,   20,  300,   20
  235,20230809,   21,  280,   20
  235,20230809,   22,  270,   10
  235,20230809,   23,  280,   20
  235,20230809,   24,  280,   20
  235,20230810,    1,  280,   20
  235,20230810,    2,  260,   20
  235,20230810,    3,  210,    0
  235,20230810,    4,  170,   10
  235,20230810,    5,  200,   20
  235,20230810,    6,  160,   20
  235,20230810,    7,  170,   30
  235,20230810,    8,  190,   30
  235,20230810,    9,  200,   40
  235,20230810,   10,  220,   40
  235,20230810,   11,  230,   60
  235,20230810,   12,  230,   60
  235,20230810,   13,  250,   60
  235,20230810,   14,  240,   70
  235,20230810,   15,  250,   60
  235,20230810,   16,  240,   50
  235,20230810,   17,  240,   30
  235,20230810,   18,  230,   30
  235,20230810,   19,  230,   20
  235,20230810,   20,  150,   10
  235,20230810,   21,  130,   20
  235,20230810,   22,  150,   20
  235,20230810,   23,  160,   30
  235,20230810,   24,  150,   20
  235,20230811,    1,  160,   30
  235,20230811,    2,  160,   30
  235,20230811,    3,  160,   30
  235,20230811,    4,  170,   40
  235,20230811,    5,  170,   40
  235,20230811,    6,  170,   40
  235,20230811,    7,  180,   50
  235,20230811,    8,  210,   50
  235,20230811,    9,  220,   50
  235,20230811,   10,  230,   60
  235,20230811,   11,  230,   60
  235,20230811,   12,  240,   70
  235,20230811,   13,  230,   70
  235,20230811,   14,  240,   80
  235,20230811,   15,  230,   70
  235,20230811,   16,  230,   70
  235,20230811,   17,  220,   60
  235,20230811,   18,  220,   60
  235,20230811,   19,  210,   50
  235,20230811,   20,  210,   40
  235,20230811,   21,  200,   30
  235,20230811,   22,  220,   40
  235,20230811,   23,  210,   50
  235,20230811,   24,  200,   30
  235,20230812,    1,  200,   40
  235,20230812,    2,  200,   40
  235,20230812,    3,  200,   40
  235,20230812,    4,  190,   40
  235,20230812,    5,  190,   30
  235,20230812,    6,  200,   40
  235,20230812,    7,  220,   30
  235,20230812,    8,  230,   40
  235,20230812,    9,  220,   40
  235,20230812,   10,  230,   40
  235,20230812,   11,  240,   60
  235,20230812,   12,  240,   60
  235,20230812,   13,  240,   70
  235,20230812,   14,  240,   80
  235,20230812,   15,  230,   90
  235,20230812,   16,  230,   80
  235,20230812,   17,  220,   80
  235,20230812,   18,  220,   80
  235,20230812,   19,  220,   70
  235,20230812,   20,  220,   70
  235,20230812,   21,  220,   70
  235,20230812,   22,  210,   60
  235,20230812,   23,  220,   60
  235,20230812,   24,  220,   70
  235,20230813,    1,  230,   70
  235,20230813,    2,  220,   70
  235,20230813,    3,  230,   70
  235,20230813,    4,  220,   60
  235,20230813,    5,  230,   60
  235,20230813,    6,  230,   60
  235,20230813,    7,  220,   60
  235,20230813,    8,  230,   70
  235,20230813,    9,  230,   70
  235,20230813,   10,  230,   70
  235,20230813,   11,  220,   70
  235,20230813,   12,  220,   70
  235,20230813,   13,  220,   80
  235,20230813,   14,  220,   70
  235,20230813,   15,  220,   70
  235,20230813,   16,  230,   70
  235,20230813,   17,  220,   70
  235,20230813,   18,  220,   60
  235,20230813,   19,  200,   50
  235,20230813,   20,  180,   40
  235,20230813,   21,  180,   30
  235,20230813,   22,  190,   30
  235,20230813,   23,  200,   30
  235,20230813,   24,  180,   30
  235,20230814,    1,  180,   30
  235,20230814,    2,  170,   30
  235,20230814,    3,  170,   30
  235,20230814,    4,  170,   30
  235,20230814,    5,  170,   30
  235,20230814,    6,  180,   40
  235,20230814,    7,  180,   40
  235,20230814,    8,  180,   40
  235,20230814,    9,  190,   50
  235,20230814,   10,  180,   50
  235,20230814,   11,  170,   60
  235,20230814,   12,  170,   60
  235,20230814,   13,  220,   60
  235,20230814,   14,  240,   60
  235,20230814,   15,  240,   50
  235,20230814,   16,  230,   40
  235,20230814,   17,  240,   30
  235,20230814,   18,  210,   20
  235,20230814,   19,  100,   20
  235,20230814,   20,  100,   30
  235,20230814,   21,  110,   30
  235,20230814,   22,  140,   30
  235,20230814,   23,  250,   20
  235,20230814,   24,  250,   20
  235,20230815,    1,  230,   20
  235,20230815,    2,  240,   30
  235,20230815,    3,  230,   30
  235,20230815,    4,  240,   40
  235,20230815,    5,  240,   40
  235,20230815,    6,  250,   50
  235,20230815,    7,  250,   60
  235,20230815,    8,  240,   60
  235,20230815,    9,  250,   60
  235,20230815,   10,  240,   60
  235,20230815,   11,  240,   60
  235,20230815,   12,  240,   60
  235,20230815,   13,  250,   60
  235,20230815,   14,  250,   70
  235,20230815,   15,  270,   60
  235,20230815,   16,  250,   60
  235,20230815,   17,  250,   50
  235,20230815,   18,  270,   40
  235,20230815,   19,  280,   30
  235,20230815,   20,  280,   20
  235,20230815,   21,  260,   10
  235,20230815,   22,  180,   10
  235,20230815,   23,  200,   10
  235,20230815,   24,  190,   10
  235,20230816,    1,  210,   20
  235,20230816,    2,  190,   10
  235,20230816,    3,  160,   10
  235,20230816,    4,  190,   10
  235,20230816,    5,  260,   10
  235,20230816,    6,  200,   10
  235,20230816,    7,    0,   10
  235,20230816,    8,  100,   10
  235,20230816,    9,   70,   20
  235,20230816,   10,   60,   30
  235,20230816,   11,   60,   40
  235,20230816,   12,   60,   40
  235,20230816,   13,   30,   40
  235,20230816,   14,   40,   40
  235,20230816,   15,   40,   50
  235,20230816,   16,   40,   50
  235,20230816,   17,   30,   60
  235,20230816,   18,   30,   60
  235,20230816,   19,   40,   50
  235,20230816,   20,   40,   60
  235,20230816,   21,   40,   60
  235,20230816,   22,   50,   60
  235,20230816,   23,   60,   70
  235,20230816,   24,   60,   70
  235,20230817,    1,   60,   60
  235,20230817,    2,   60,   60
  235,20230817,    3,   60,   60
  235,20230817,    4,   60,   60
  235,20230817,    5,   60,   70
  235,20230817,    6,   50,   80
  235,20230817,    7,   60,   80
  235,20230817,    8,   50,   80
  235,20230817,    9,   50,   70
  235,20230817,   10,   50,   80
  235,20230817,   11,   50,   80
  235,20230817,   12,   40,   80
  235,20230817,   13,   40,   80
  235,20230817,   14,   50,   80
  235,20230817,   15,   50,   90
  235,20230817,   16,   50,   90
  235,20230817,   17,   50,   90
  235,20230817,   18,   50,   90
  235,20230817,   19,   60,   90
  235,20230817,   20,   60,   80
  235,20230817,   21,   70,   70
  235,20230817,   22,  100,   60
  235,20230817,   23,   90,   60
  235,20230817,   24,   90,   60
  235,20230818,    1,  100,   50
  235,20230818,    2,   90,   50
  235,20230818,    3,  100,   40
  235,20230818,    4,   80,   40
  235,20230818,    5,   90,   60
  235,20230818,    6,   90,   50
  235,20230818,    7,   90,   60
  235,20230818,    8,  100,   50
  235,20230818,    9,   90,   50
  235,20230818,   10,  100,   40
  235,20230818,   11,   90,   40
  235,20230818,   12,   90,   40
  235,20230818,   13,   80,   40
  235,20230818,   14,   60,   40
  235,20230818,   15,   60,   50
  235,20230818,   16,   30,   40
  235,20230818,   17,   50,   40
  235,20230818,   18,   50,   40
  235,20230818,   19,   50,   30
  235,20230818,   20,   60,   30
  235,20230818,   21,   90,   30
  235,20230818,   22,   90,   30
  235,20230818,   23,  110,   30
  235,20230818,   24,  100,   30
  235,20230819,    1,  110,   40
  235,20230819,    2,  110,   40
  235,20230819,    3,  120,   50
  235,20230819,    4,  130,   40
  235,20230819,    5,  130,   30
  235,20230819,    6,  150,   30
  235,20230819,    7,  180,   30
  235,20230819,    8,  180,   30
  235,20230819,    9,  240,   50
  235,20230819,   10,  260,   70
  235,20230819,   11,  260,   80
  235,20230819,   12,  250,   70
  235,20230819,   13,  230,   70
  235,20230819,   14,  230,   80
  235,20230819,   15,  230,   70
  235,20230819,   16,  220,   70
  235,20230819,   17,  220,   70
  235,20230819,   18,  230,   60
  235,20230819,   19,  220,   50
  235,20230819,   20,  200,   40
  235,20230819,   21,  220,   30
  235,20230819,   22,  170,   40
  235,20230819,   23,  170,   30
  235,20230819,   24,  180,   30
  235,20230820,    1,  200,   30
  235,20230820,    2,  200,   30
  235,20230820,    3,  210,   30
  235,20230820,    4,  230,   30
  235,20230820,    5,  210,   30
  235,20230820,    6,  230,   30
  235,20230820,    7,  240,   40
  235,20230820,    8,  250,   40
  235,20230820,    9,  240,   50
  235,20230820,   10,  250,   60
  235,20230820,   11,  250,   50
  235,20230820,   12,  250,   50
  235,20230820,   13,  240,   60
  235,20230820,   14,  240,   50
  235,20230820,   15,  250,   50
  235,20230820,   16,  230,   40
  235,20230820,   17,  240,   40
  235,20230820,   18,  240,   40
  235,20230820,   19,  240,   20
  235,20230820,   20,  240,   20
  235,20230820,   21,  220,   20
  235,20230820,   22,  180,   20
  235,20230820,   23,  160,   20
  235,20230820,   24,  190,   10
  235,20230821,    1,  210,   10
  235,20230821,    2,  170,   10
  235,20230821,    3,  180,   20
  235,20230821,    4,  190,   20
  235,20230821,    5,  180,   20
  235,20230821,    6,  200,   20
  235,20230821,    7,  200,   30
  235,20230821,    8,  240,   40
  235,20230821,    9,  250,   40
  235,20230821,   10,  260,   40
  235,20230821,   11,  260,   40
  235,20230821,   12,  260,   40
  235,20230821,   13,  270,   40
  235,20230821,   14,  260,   40
  235,20230821,   15,  270,   40
  235,20230821,   16,  270,   30
  235,20230821,   17,  260,   30
  235,20230821,   18,  270,   20
  235,20230821,   19,  240,   10
  235,20230821,   20,  190,   10
  235,20230821,   21,  220,   20
  235,20230821,   22,  170,   20
  235,20230821,   23,  170,   20
  235,20230821,   24,  190,   20
  235,20230822,    1,  200,   20
  235,20230822,    2,  180,   30
  235,20230822,    3,  180,   20
